Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.27426160,0.34099617,0.04972376,0.33590734,0.08510638,-0.04242424,0.04972376,0.12690355,0.28033473,-0.26470588,0.24229075,-0.30303030,0.26808511,-0.31297710,0.00000000
Education,0.00000000,0.20939335,-0.18128655,0.24626866,0.04491726,-0.08310992,-0.08021390,0.01463415,0.11403509,-0.37414966,0.11790393,-0.38831615,0.15303983,-0.51310861,-0.14447592
Entertainment,0.07853403,0.00000000,-0.21100917,0.19512195,-0.14285714,-0.17073171,-0.18385650,-0.09543568,0.04864865,-0.30693069,0.05035971,-0.47486034,0.05714286,-0.61467890,-0.20273349
Nonprofits & Activism,0.09375000,0.19444444,0.00000000,0.26582278,0.00000000,-0.13170732,-0.13170732,0.00429185,0.06827309,-0.45000000,0.09375000,-0.46835443,0.05306122,-0.55704698,-0.09952607
People & Blogs,0.13605442,0.21362229,-0.11894273,0.00000000,-0.09482759,-0.18414918,-0.11894273,-0.02008032,0.11188811,-0.41111111,0.16033058,-0.41899441,0.11033275,-0.48538012,-0.18969555
Howto & Style,0.26647564,0.21472393,-0.04918033,0.24260355,0.00000000,-0.12280702,-0.01587302,0.06227106,0.04119850,-0.36170213,0.08571429,-0.45454545,0.09859155,-0.49707602,-0.11304348
News & Politics,0.35177866,0.39033457,0.04093567,0.36186770,0.09890110,0.00000000,0.05747126,0.21153846,0.25791855,-0.24242424,0.23004695,-0.26153846,0.32231405,-0.31200000,-0.01863354
Comedy,0.18620690,0.21333333,-0.14009662,0.25786164,0.02479339,-0.12380952,0.00000000,0.09230769,0.07812500,-0.36416185,0.06719368,-0.38823529,0.12267658,-0.46583851,-0.10798122
Music,0.16853933,0.19125683,-0.11698113,0.24489796,-0.01023891,-0.08029197,-0.02068966,0.00000000,0.07788162,-0.36405530,0.05431310,-0.40284360,0.11904762,-0.43689320,-0.14285714
Sports,0.11648352,0.18292683,-0.20359281,0.22543353,-0.18235294,-0.18235294,-0.18584071,-0.07486631,0.00000000,-0.44086022,0.00000000,-0.43571429,0.01951220,-0.59523810,-0.13559322
Film & Animation,0.35294118,0.52173913,0.00000000,0.41333333,0.15384615,0.06382979,0.11111111,0.22123894,0.27868852,0.00000000,0.32307692,-0.22222222,0.31250000,-0.22222222,0.06382979
Gaming,0.07789474,0.14285714,-0.22005571,0.23157895,-0.18059299,-0.25142857,-0.23728814,-0.14062500,-0.04285714,-0.43606557,0.00000000,-0.52613240,0.00454545,-0.60439560,-0.21666667
Travel & Events,0.45901639,0.48031496,0.12000000,0.51824818,0.18518519,0.18518519,0.22352941,0.31250000,0.41071429,-0.08196721,0.34653465,0.00000000,0.29032258,-0.43478261,0.16455696
Autos & Vehicles,0.18279570,0.21810700,-0.19122257,0.25049310,-0.09826590,-0.08571429,-0.11436950,-0.00529101,0.04761905,-0.38686131,0.07542579,-0.52000000,0.00000000,-0.50197628,-0.12094395
Pets & Animals,0.46067416,0.44827586,0.15789474,0.57142857,0.28358209,0.28358209,0.28358209,0.41463415,0.36000000,0.07692308,0.38461538,-0.29729730,0.44827586,0.00000000,0.30434783
