Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.37795276,0.39694656,0.10227273,0.43571429,0.17277487,-0.04635762,0.05952381,0.12707182,0.25821596,-0.09722222,0.25471698,-0.19696970,0.27188940,-0.51923077,0.00000000
Education,0.00000000,0.19172932,-0.22159091,0.23076923,-0.06172840,-0.14361702,-0.08585859,0.03370787,0.05077263,-0.44295302,0.08898305,-0.45270270,0.05908096,-0.48275862,-0.10256410
Entertainment,0.10069444,0.00000000,-0.20745921,0.19188768,-0.14601770,-0.17460317,-0.09513742,-0.03393214,0.07992895,-0.37400531,0.07992895,-0.51906158,0.00192678,-0.58895706,-0.17194570
Nonprofits & Activism,0.05384615,0.16040956,0.00000000,0.15463918,-0.08849558,-0.08849558,-0.14418605,-0.07894737,-0.00408163,-0.37430168,0.09558824,-0.48192771,0.06463878,-0.50920245,-0.11818182
People & Blogs,0.11688312,0.16819572,-0.23636364,0.00000000,-0.08151093,-0.16738197,-0.21700224,-0.04615385,0.07952623,-0.38422392,0.08108108,-0.44680851,0.03374778,-0.55428571,-0.15010571
Howto & Style,0.22186495,0.22929936,-0.08035714,0.31250000,0.00000000,-0.09502262,-0.07079646,0.03585657,0.18518519,-0.35955056,0.14184397,-0.35195531,0.17687075,-0.51250000,-0.03862661
News & Politics,0.28800000,0.34317343,0.07291667,0.37102473,0.05820106,0.00000000,0.02732240,0.11000000,0.20535714,-0.27142857,0.26141079,-0.41269841,0.26446281,-0.47107438,-0.10559006
Comedy,0.24827586,0.32507740,-0.08457711,0.23239437,-0.01869159,-0.07389163,0.00000000,0.17424242,0.12800000,-0.21787709,0.11382114,-0.39743590,0.12096774,-0.37974684,-0.10101010
Music,0.22994652,0.25388601,-0.15662651,0.26530612,-0.05109489,-0.12941176,0.03678930,0.00000000,0.08280255,-0.32110092,0.07395498,-0.39130435,0.14540059,-0.52380952,-0.17073171
Sports,0.08428246,0.20396040,-0.24458204,0.22692308,-0.06631300,-0.19642857,-0.17543860,-0.08355795,0.00000000,-0.47794118,0.00495050,-0.44604317,0.00740741,-0.52851711,-0.20000000
Film & Animation,0.33870968,0.48427673,0.15463918,0.49382716,0.16326531,0.10869565,0.26126126,0.28695652,0.26785714,0.00000000,0.30508475,-0.17142857,0.36923077,-0.46428571,0.22641509
Gaming,0.10064240,0.18287938,-0.16991643,0.20754717,-0.13207547,-0.16022099,-0.21037464,-0.11405836,-0.01694915,-0.46341463,0.00000000,-0.52173913,0.03448276,-0.55555556,-0.22448980
Travel & Events,0.44642857,0.45132743,0.16216216,0.54074074,0.30337079,0.08823529,0.20512821,0.34042553,0.42592593,-0.03333333,0.36082474,0.00000000,0.39805825,-0.08771930,0.26190476
Autos & Vehicles,0.02325581,0.05906314,-0.24528302,0.11494253,-0.14356436,-0.20312500,-0.24864865,-0.08962264,-0.06206897,-0.44375000,-0.01315789,-0.52475248,0.00000000,-0.60416667,-0.25203252
Pets & Animals,0.37614679,0.32673267,0.08108108,0.39285714,0.06849315,-0.03030303,0.18072289,0.13924051,0.29166667,-0.38775510,0.27659574,-0.13333333,0.25274725,0.00000000,-0.15254237
