Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.38823529,0.37349398,0.07142857,0.44483986,0.10344828,0.08771930,0.11864407,0.15675676,0.29729730,-0.18181818,0.23529412,-0.30000000,0.32173913,-0.48571429,0.00000000
Education,0.00000000,0.23828125,-0.02902375,0.25430210,0.00255754,-0.07438017,-0.03723404,0.06474820,0.11161731,-0.35888502,0.05339806,-0.32653061,0.12946429,-0.45522388,-0.04838710
Entertainment,0.12611012,0.00000000,-0.17142857,0.22519685,-0.17142857,-0.16864608,-0.06724512,-0.00613497,0.11191336,-0.35537190,0.08037383,-0.46865672,0.10707804,-0.51384615,-0.17985612
Nonprofits & Activism,0.25170068,0.22535211,0.00000000,0.26174497,-0.00456621,-0.09452736,-0.11111111,-0.07843137,0.12000000,-0.35802469,0.07172996,-0.38364780,0.08713693,-0.52777778,-0.10000000
People & Blogs,0.09698997,0.18057663,-0.17903930,0.00000000,-0.04448743,-0.13924051,-0.20535714,-0.09756098,-0.00371747,-0.34663342,0.08474576,-0.43236074,0.06574394,-0.51260504,-0.14164905
Howto & Style,0.27272727,0.21678322,-0.01357466,0.37604457,0.00000000,-0.02752294,-0.04186047,0.12840467,0.23024055,-0.25139665,0.16728625,-0.21081081,0.14503817,-0.43589744,-0.07692308
News & Politics,0.31250000,0.33079848,0.01675978,0.39726027,0.09278351,0.00000000,0.03296703,0.12871287,0.16981132,-0.27536232,0.16981132,-0.35384615,0.30434783,-0.51724138,0.02762431
Comedy,0.26132404,0.33956386,-0.09278351,0.25352113,-0.01435407,-0.06000000,0.00000000,0.11666667,0.18461538,-0.24705882,0.18461538,-0.39473684,0.16205534,-0.48251748,-0.03414634
Music,0.19034853,0.23350254,-0.23265306,0.19034853,-0.02027027,-0.13962264,-0.05964912,0.00000000,0.08484848,-0.42452830,0.13960114,-0.40465116,0.08761329,-0.45893720,-0.17054264
Sports,0.09172260,0.20547945,-0.18367347,0.13800425,-0.06282723,-0.24159021,-0.13725490,-0.06282723,0.00000000,-0.45519713,0.04694836,-0.57976654,-0.03307888,-0.49264706,-0.17002882
Film & Animation,0.47200000,0.56000000,0.22352941,0.59756098,0.34000000,0.20481928,0.31958763,0.29787234,0.39449541,0.00000000,0.49230769,-0.13793103,0.45901639,-0.32000000,0.24137931
Gaming,-0.01138952,0.13111546,-0.27220630,0.18081181,-0.17150396,-0.28323699,-0.18085106,-0.05213270,0.00224719,-0.39184953,0.00000000,-0.52577320,0.00000000,-0.56338028,-0.27586207
Travel & Events,0.53488372,0.49579832,0.24050633,0.56204380,0.41747573,0.16666667,0.21052632,0.36170213,0.28571429,-0.09090909,0.39393939,0.00000000,0.38144330,-0.36363636,0.16666667
Autos & Vehicles,0.10000000,0.19140625,-0.22485207,0.19611650,-0.15966387,-0.11290323,-0.16949153,-0.06976744,-0.04282116,-0.39864865,0.03496503,-0.51094891,0.00000000,-0.52205882,-0.15320334
Pets & Animals,0.52083333,0.54901961,0.19298246,0.58181818,0.31343284,0.09803922,0.23333333,0.41772152,0.50000000,-0.15000000,0.45882353,-0.24324324,0.47727273,0.00000000,0.08000000
