Genre,Average EI index
Science & Technology,0.11652601254348564
Education,-0.033949700435431274
Entertainment,-0.10371014247251562
Nonprofits & Activism,-0.04574440557930049
People & Blogs,-0.11961391216678419
Howto & Style,0.03418133263792778
News & Politics,0.059780490285481845
Comedy,0.012626052972194086
Music,-0.07032799197891869
Sports,-0.13833834376488693
Film & Animation,0.2960455291593448
Gaming,-0.17242936856575092
Travel & Events,0.268772942429096
Autos & Vehicles,-0.13156222988710625
Pets & Animals,0.28785953545743553
