Genre,Average EI index
Science & Technology,0.1401212491847801
Education,-0.09175319080793402
Entertainment,-0.085373361300969
Nonprofits & Activism,0.0005148170792906026
People & Blogs,-0.0971883392433451
Howto & Style,0.03284745378524225
News & Politics,0.08624702395450352
Comedy,-0.10231764145772956
Music,-0.02370241020233852
Sports,-0.15001728305903925
Film & Animation,0.12122316113805028
Gaming,-0.15606738901506584
Travel & Events,0.24749631499481214
Autos & Vehicles,-0.15055973600232703
Pets & Animals,0.2741561700805034
