Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.30275229,0.43911439,0.03184713,0.43494424,0.14606742,0.06172840,0.16939891,0.22051282,0.26923077,-0.18750000,0.33333333,-0.23577236,0.28638498,-0.31034483,0.00000000
Education,0.00000000,0.20150659,-0.15846995,0.27022375,-0.03921569,-0.15217391,-0.12765957,-0.00236407,0.04719101,-0.32087227,0.08620690,-0.48251748,0.12757202,-0.53623188,-0.19774011
Entertainment,0.14542190,0.00000000,-0.07692308,0.25856698,-0.04385965,-0.16666667,-0.09425287,-0.01492537,0.13768116,-0.37971014,0.06299213,-0.48750000,0.06483301,-0.50157729,-0.09930716
Nonprofits & Activism,0.21259843,0.34210526,0.00000000,0.32203390,0.02912621,0.00990099,-0.03092784,0.07407407,0.17695473,-0.41843972,0.11111111,-0.45985401,0.12280702,-0.37931034,-0.10497238
People & Blogs,0.17891374,0.22239032,-0.13716814,0.00000000,-0.06418219,-0.18160920,-0.16027088,0.00963391,0.08703375,-0.39673913,0.08214286,-0.42382271,0.03383459,-0.46857143,-0.14222222
Howto & Style,0.28524590,0.33333333,-0.01395349,0.34925373,0.00000000,0.04385965,-0.10659898,0.06437768,0.13492063,-0.31325301,0.25342466,-0.28994083,0.28758170,-0.53521127,-0.03317536
News & Politics,0.28925620,0.32812500,0.08510638,0.34848485,0.16097561,0.00000000,0.08021390,0.16504854,0.18867925,-0.27407407,0.26808511,-0.31297710,0.24561404,-0.36507937,0.00000000
Comedy,0.11186441,0.20121951,-0.16444444,0.17350158,-0.19634703,-0.12931034,0.00000000,-0.05220884,0.08391608,-0.47191011,0.05755396,-0.46368715,0.08710801,-0.56886228,-0.10084034
Music,0.20227920,0.24528302,-0.09375000,0.30348259,-0.06060606,-0.07692308,-0.08527132,0.00000000,0.02439024,-0.25560538,0.14373089,-0.29032258,0.17404130,-0.48148148,-0.08108108
Sports,0.05909091,0.20537428,-0.18285714,0.19298246,-0.18285714,-0.24324324,-0.14364641,-0.16949153,0.00000000,-0.38926174,0.02588235,-0.49458484,0.00000000,-0.55639098,-0.22123894
Film & Animation,0.38853503,0.38064516,-0.07865169,0.39622642,0.08571429,0.01030928,-0.01052632,0.26717557,0.30935252,0.00000000,0.23809524,-0.28000000,0.28358209,-0.33333333,0.04000000
Gaming,0.07692308,0.11111111,-0.26686217,0.16763006,-0.08270677,-0.18356164,-0.19008264,-0.07196030,0.00460829,-0.46938776,0.00000000,-0.49480969,-0.02369668,-0.58823529,-0.17391304
Travel & Events,0.39622642,0.43859649,0.07246377,0.52941176,0.30434783,0.16883117,0.20000000,0.41284404,0.37254902,-0.08474576,0.39047619,0.00000000,0.40740741,-0.33333333,0.18987342
Autos & Vehicles,0.12065440,0.11522634,-0.25364431,0.12244898,-0.04368932,-0.20448179,-0.15902965,-0.03864734,-0.01895735,-0.42857143,-0.02137767,-0.47766323,0.00000000,-0.59851301,-0.22159091
Pets & Animals,0.43820225,0.51923077,0.28571429,0.57627119,0.13793103,0.23076923,0.18032787,0.32432432,0.40476190,-0.02040816,0.38271605,-0.21951220,0.36708861,0.00000000,0.23076923
