Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.41860465,0.42307692,0.03846154,0.46619217,0.16666667,0.10714286,0.10179641,0.19786096,0.23469388,-0.22950820,0.30555556,-0.36363636,0.34497817,-0.40186916,0.00000000
Education,0.00000000,0.19926199,-0.10997442,0.17490494,-0.06633907,-0.11568123,-0.15425532,-0.04326923,0.08050847,-0.40453074,0.06866953,-0.47118644,0.09014675,-0.55555556,-0.08500000
Entertainment,0.15044248,0.00000000,-0.14832536,0.26717557,-0.14832536,-0.13207547,-0.09589041,0.00621118,0.11764706,-0.31506849,0.09262760,-0.48148148,0.04382470,-0.46788991,-0.12941176
Nonprofits & Activism,0.22535211,0.23611111,0.00000000,0.22807018,-0.07843137,-0.10000000,-0.10000000,-0.07843137,0.12698413,-0.30952381,0.12000000,-0.33333333,0.14728682,-0.54929577,-0.15183246
People & Blogs,0.08611599,0.22962963,-0.19540230,0.00000000,-0.07438017,-0.15044248,-0.15044248,0.01886792,0.06137184,-0.39784946,0.05967450,-0.42857143,0.10034602,-0.46067416,-0.11587983
Howto & Style,0.14114114,0.10903427,-0.20675105,0.22070845,0.00000000,-0.15322581,-0.10852713,-0.01418440,0.05921053,-0.40886700,0.04026846,-0.56284153,0.09206349,-0.52127660,-0.15322581
News & Politics,0.33852140,0.36802974,0.02857143,0.38628159,0.10526316,0.00000000,-0.04294479,0.19047619,0.21658986,-0.24087591,0.24444444,-0.25925926,0.24778761,-0.46551724,0.04494382
Comedy,0.15636364,0.26114650,-0.12621359,0.24675325,-0.00432900,-0.19587629,0.00000000,0.03333333,0.15328467,-0.32571429,0.20000000,-0.34883721,0.08300395,-0.46835443,-0.11538462
Music,0.16374269,0.25906736,-0.20675105,0.30750605,-0.01418440,-0.06716418,-0.07116105,0.00000000,0.14114114,-0.34905660,0.15384615,-0.41584158,0.06840391,-0.45177665,-0.12156863
Sports,0.17511521,0.25879917,-0.11526480,0.24312896,-0.05294118,-0.15112540,-0.06231454,0.02981030,0.00000000,-0.40392157,0.09595960,-0.42063492,0.09595960,-0.49790795,-0.19333333
Film & Animation,0.33333333,0.46198830,0.11538462,0.41772152,0.13207547,0.06122449,0.12380952,0.20000000,0.24590164,0.00000000,0.27559055,-0.31428571,0.27559055,-0.21052632,0.01075269
Gaming,0.12415350,0.19668737,-0.16167665,0.20328542,-0.11174785,-0.16167665,-0.05434783,0.00257069,0.05596107,-0.41090909,0.00000000,-0.37588652,0.08056872,-0.57085020,-0.15820896
Travel & Events,0.40540541,0.43589744,0.25000000,0.51824818,0.09589041,0.20481928,0.25842697,0.28260870,0.37735849,-0.15789474,0.45454545,0.00000000,0.37735849,-0.37500000,0.02941176
Autos & Vehicles,0.10403397,0.10782241,-0.17548747,0.20226843,-0.10182768,-0.19886364,-0.21264368,-0.12533333,0.01401869,-0.44520548,0.03872437,-0.48591549,0.00000000,-0.55147059,-0.15616438
Pets & Animals,0.53086420,0.64150943,0.25490196,0.66956522,0.40625000,0.24000000,0.37704918,0.47945205,0.51898734,0.22448980,0.47222222,-0.11764706,0.52500000,0.00000000,0.25490196
