Genre,Average EI index
Science & Technology,0.12928686120650115
Education,-0.09945002333784535
Entertainment,-0.08860997558380554
Nonprofits & Activism,-0.044074555387195465
People & Blogs,-0.10125974176440014
Howto & Style,-0.10474807049280792
News & Politics,0.08302228890439668
Comedy,-0.032201720616804395
Music,-0.043128345736853584
Sports,-0.07133363250401374
Film & Animation,0.15204004692183817
Gaming,-0.095862640603239
Travel & Events,0.22550541643130545
Autos & Vehicles,-0.14186027549249364
Pets & Animals,0.3912533076189044
