Genre,Average EI index
Science & Technology,0.2406692381006946
Education,-0.1319444679679902
Entertainment,-0.03749885207673826
Nonprofits & Activism,-0.018049165832818015
People & Blogs,-0.13688727581707166
Howto & Style,-0.05467328867236581
News & Politics,0.0829469595502331
Comedy,-0.029797447285262502
Music,-0.03947899727120595
Sports,-0.18688872872891885
Film & Animation,0.2696212276360499
Gaming,-0.1723963146295317
Travel & Events,0.30231093145833315
Autos & Vehicles,-0.1474461219971782
Pets & Animals,0.18901000039216934
