Genre,Average EI index
Science & Technology,0.12446959494433894
Education,-0.0750482846777311
Entertainment,-0.08313888996646897
Nonprofits & Activism,-0.019901982008144442
People & Blogs,-0.06926358771735529
Howto & Style,-0.0596300458940117
News & Politics,0.07897548034860351
Comedy,0.043950122001902625
Music,-0.05959447472253048
Sports,-0.06854608134739647
Film & Animation,0.16781432956919096
Gaming,-0.125924890119463
Travel & Events,0.04651277042152797
Autos & Vehicles,-0.09209588369674693
Pets & Animals,0.09389615281609753
