Genre,Average EI index
Science & Technology,0.018607975866655302
Education,-0.1342673776007139
Entertainment,-0.12039036536223528
Nonprofits & Activism,-0.08734945673166816
People & Blogs,-0.11446930330139717
Howto & Style,0.02352254714287233
News & Politics,0.16373198770271866
Comedy,-0.04049039627461061
Music,-0.00806674857797486
Sports,-0.16205617509892703
Film & Animation,0.2580161772718055
Gaming,-0.16180100989666577
Travel & Events,0.13555420999310291
Autos & Vehicles,-0.15813039721489308
Pets & Animals,0.14397753954355413
