Genre,Average EI index
Science & Technology,0.1165663978595755
Education,-0.05739682849661708
Entertainment,-0.11782949242614692
Nonprofits & Activism,-0.08723270154484587
People & Blogs,-0.05707398394989845
Howto & Style,0.01781548379266266
News & Politics,0.13571282888377764
Comedy,-0.0421319156663529
Music,-0.05488738158535283
Sports,-0.12038155153139847
Film & Animation,0.2791397160577184
Gaming,-0.17453933604258168
Travel & Events,0.15262489793679723
Autos & Vehicles,-0.15174437539621058
Pets & Animals,0.11108231378151734
