Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.40248963,0.37117904,0.12195122,0.52317881,0.25388601,0.20879121,0.12195122,0.21739130,0.25388601,-0.17073171,0.22162162,-0.38461538,0.36563877,-0.30909091,0.00000000
Education,0.00000000,0.20938628,-0.21666667,0.24352332,-0.13471503,-0.14960630,-0.14062500,-0.01860465,0.04575163,-0.37304075,0.00454545,-0.43137255,0.10794297,-0.50000000,-0.12886598
Entertainment,0.14529915,0.00000000,-0.26262626,0.21752739,-0.12359551,-0.17096019,-0.09170306,0.00199601,0.05838041,-0.36239782,0.09584087,-0.47492625,0.12126538,-0.56250000,-0.22850123
Nonprofits & Activism,0.15573770,0.17269076,0.00000000,0.28719723,0.07207207,-0.05641026,-0.06185567,0.04186047,0.10822511,-0.23353293,0.24817518,-0.36423841,0.15226337,-0.49275362,-0.05641026
People & Blogs,0.26984127,0.30536913,-0.05343511,0.00000000,0.04166667,-0.02729529,0.03044496,0.11727079,0.23048327,-0.26605505,0.19922631,-0.31847134,0.16700201,-0.44250871,0.05263158
Howto & Style,0.12080537,0.19631902,-0.04800000,0.26404494,0.00000000,-0.14410480,-0.11016949,0.01503759,0.08391608,-0.35751295,0.14657980,-0.45555556,0.12374582,-0.59756098,-0.03968254
News & Politics,0.28571429,0.32584270,0.01098901,0.37062937,0.04255319,0.00000000,-0.02857143,0.05263158,0.26530612,-0.16883117,0.24369748,-0.38461538,0.17050691,-0.62162162,0.10000000
Comedy,0.18705036,0.29595016,-0.10784314,0.32132132,-0.03669725,-0.14141414,0.00000000,0.08502024,0.11372549,-0.36144578,0.11023622,-0.31395349,0.08130081,-0.36969697,-0.10243902
Music,0.16574586,0.24875622,-0.14828897,0.26876513,-0.05594406,-0.20318725,-0.05964912,0.00000000,0.01628664,-0.46601942,0.11436950,-0.41784038,0.12209302,-0.51758794,-0.14828897
Sports,0.08352144,0.16115702,-0.22658610,0.23970037,-0.13407821,-0.13407821,-0.17681159,-0.13091922,0.00000000,-0.49264706,0.03791469,-0.45519713,0.03562945,-0.54372624,-0.25308642
Film & Animation,0.38888889,0.45341615,0.18518519,0.46341463,0.16981132,0.18518519,0.09278351,0.11111111,0.22123894,0.00000000,0.35766423,-0.35384615,0.26666667,-0.27536232,0.07368421
Gaming,0.04739336,0.20238095,-0.08064516,0.21330724,-0.06631300,-0.15186246,-0.17543860,-0.02813299,0.04285714,-0.36734694,0.00000000,-0.51127820,0.01951220,-0.48339483,-0.28025478
Travel & Events,0.42622951,0.43548387,0.15662651,0.50704225,0.16666667,0.06666667,0.25531915,0.27835052,0.36936937,-0.25000000,0.30000000,0.00000000,0.34579439,-0.20689655,-0.04477612
Autos & Vehicles,0.13807531,0.21523810,-0.19075145,0.16935484,-0.10160428,-0.23723724,-0.21533923,-0.03258145,0.02830189,-0.46099291,0.00722892,-0.48201439,0.00000000,-0.58461538,-0.14127424
Pets & Animals,0.44554455,0.42857143,0.11111111,0.48148148,0.08196721,-0.14285714,0.30000000,0.26315789,0.36363636,-0.05660377,0.42857143,-0.09803922,0.31707317,0.00000000,0.15151515
