Genre,Average EI index
Science & Technology,0.15696620241508846
Education,-0.1058819474281794
Entertainment,-0.11692150819518148
Nonprofits & Activism,-0.0019270891896296344
People & Blogs,0.021869320835489415
Howto & Style,-0.057295549001617915
News & Politics,0.04744507461728429
Comedy,-0.0170632277556344
Music,-0.07719926651228708
Sports,-0.1420862284891339
Film & Animation,0.16713153968788425
Gaming,-0.11565829006635396
Travel & Events,0.20041973051490844
Autos & Vehicles,-0.1348722511424281
Pets & Animals,0.2196521189855279
