Genre,Average EI index
Science & Technology,0.04473289398965725
Education,-0.08036234046849026
Entertainment,-0.040404180837056484
Nonprofits & Activism,-0.056628369265775615
People & Blogs,-0.13889295253261344
Howto & Style,-0.047437127331093586
News & Politics,0.03122673102459638
Comedy,-0.03031032478695972
Music,-0.06225902745080059
Sports,-0.09843284485968508
Film & Animation,0.10738046836625312
Gaming,-0.14648870743696904
Travel & Events,0.19161646211029804
Autos & Vehicles,-0.19411028568741523
Pets & Animals,0.24269813990418346
