Genre,Average EI index
Science & Technology,0.06374486507981933
Education,-0.08260388098639385
Entertainment,-0.15447696762413374
Nonprofits & Activism,-0.033446050458841095
People & Blogs,-0.07562947810497278
Howto & Style,-0.05622301035045128
News & Politics,0.11582249447810462
Comedy,0.04034798945541375
Music,-0.089856347265772
Sports,-0.0751255248513673
Film & Animation,0.24095550709138153
Gaming,-0.11676188682433174
Travel & Events,0.2298894571146814
Autos & Vehicles,-0.11996243955276899
Pets & Animals,0.2237762606434282
