Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.40000000,0.36964981,0.02409639,0.41935484,0.17346939,-0.02531646,0.05813953,0.11475410,0.30472103,-0.25581395,0.24651163,-0.30645161,0.24651163,-0.44642857,0.00000000
Education,0.00000000,0.25352113,-0.11578947,0.16699411,-0.08439898,-0.14285714,-0.13978495,0.00000000,0.13292434,-0.39933993,0.03196347,-0.45704467,0.09207709,-0.50889680,-0.05735661
Entertainment,0.16150082,0.00000000,-0.18160920,0.19812793,-0.12719298,-0.20657277,-0.18160920,-0.03420523,0.05860806,-0.41597796,0.02466793,-0.36339523,0.04283054,-0.53432836,-0.18706697
Nonprofits & Activism,0.25842697,0.28519856,0.00000000,0.31958763,0.00502513,-0.08791209,-0.03664921,0.04347826,0.11210762,-0.33783784,0.21739130,-0.43478261,0.24427481,-0.44525547,-0.07608696
People & Blogs,0.02946274,0.15662651,-0.18644068,0.00000000,-0.06666667,-0.15702479,-0.18393235,-0.05065666,-0.00719424,-0.48148148,0.04923599,-0.46981627,0.08196721,-0.55555556,-0.17154812
Howto & Style,0.18543046,0.23602484,-0.10313901,0.33152174,0.00000000,-0.09821429,-0.10810811,0.08550186,0.12142857,-0.38983051,0.12765957,-0.31550802,0.15753425,-0.53750000,-0.03361345
News & Politics,0.28225806,0.31007752,-0.03488372,0.39249147,0.06315789,0.00000000,0.00558659,0.05319149,0.24255319,-0.22758621,0.24576271,-0.24475524,0.24894515,-0.34848485,-0.07228916
Comedy,0.09589041,0.14838710,-0.17857143,0.18769231,-0.14285714,-0.18918919,0.00000000,0.02941176,0.06049822,-0.36082474,0.02941176,-0.42702703,0.05376344,-0.46666667,-0.18385650
Music,0.16804408,0.22762148,-0.16602317,0.25247525,-0.01683502,-0.20800000,-0.03780069,0.00000000,0.08761329,-0.31304348,0.10914454,-0.50248756,0.09850746,-0.58115183,-0.19367589
Sports,0.22566372,0.24568966,-0.17056856,0.22394678,-0.05421687,-0.09034268,-0.08024691,0.01408451,0.00000000,-0.32575758,0.15458937,-0.42276423,0.05660377,-0.47058824,-0.07033639
Film & Animation,0.33823529,0.40397351,0.04255319,0.37062937,0.09090909,0.10891089,0.15887850,0.27419355,0.32835821,0.00000000,0.37062937,-0.21621622,0.32330827,-0.36363636,0.03225806
Gaming,0.02961276,0.11801242,-0.16076294,0.18390805,-0.14516129,-0.18333333,-0.20679887,-0.06234414,0.05752212,-0.36977492,0.00000000,-0.54347826,0.00930233,-0.55474453,-0.22766571
Travel & Events,0.41071429,0.56862745,0.08333333,0.50746269,0.31958763,0.24137931,0.23255814,0.20481928,0.36538462,-0.06451613,0.31250000,0.00000000,0.27472527,-0.53488372,0.13157895
Autos & Vehicles,0.10869565,0.15463918,-0.11413043,0.23364486,-0.09625668,-0.16147309,-0.16477273,-0.05398458,-0.02244389,-0.39931741,0.02843602,-0.55893536,0.00000000,-0.55303030,-0.20943953
Pets & Animals,0.39393939,0.44444444,0.11764706,0.45454545,0.10447761,0.17808219,0.23076923,0.14285714,0.35483871,-0.17647059,0.34065934,-0.50000000,0.32584270,0.00000000,0.01639344
