Genre,Average EI index
Science & Technology,0.09451412450280686
Education,-0.08771345904153062
Entertainment,-0.12473018737084418
Nonprofits & Activism,0.004783292454247016
People & Blogs,-0.14378745473355758
Howto & Style,-0.02434372027737582
News & Politics,0.0654303500778422
Comedy,-0.09599554946312096
Music,-0.07682939470254578
Sports,-0.05458883161894553
Film & Animation,0.1616417668680845
Gaming,-0.14683616506770975
Travel & Events,0.21809079285465138
Autos & Vehicles,-0.12916916376340734
Pets & Animals,0.17343043788956766
