Genre,Average EI index
Science & Technology,0.12382204188210602
Education,-0.10463229511538583
Entertainment,-0.07176903556045751
Nonprofits & Activism,-0.009706811471092671
People & Blogs,-0.09886591397498448
Howto & Style,-0.02804180018342679
News & Politics,0.022215295364894177
Comedy,-0.07839066060499499
Music,-0.046636049669114624
Sports,-0.11628955503944337
Film & Animation,0.2669982697458126
Gaming,-0.14872808764657489
Travel & Events,0.21904915709724831
Autos & Vehicles,-0.147039942172815
Pets & Animals,0.053968149422775925
