Genre,Average EI index
Science & Technology,0.11554121637088952
Education,-0.1032364917009048
Entertainment,-0.11077617150954351
Nonprofits & Activism,-0.11963859214136205
People & Blogs,-0.10597864916976388
Howto & Style,-0.05451101251011522
News & Politics,0.06312115459135453
Comedy,-0.015904412557142106
Music,-0.13124664392096624
Sports,-0.09661202157185035
Film & Animation,0.33183373290752965
Gaming,-0.17200574137103558
Travel & Events,0.19358741175811983
Autos & Vehicles,-0.09532243779955087
Pets & Animals,0.1692841563209529
