Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.33333333,0.41573034,0.00000000,0.45833333,0.06586826,0.08771930,0.08771930,0.20408163,0.26415094,-0.22834646,0.30666667,-0.32203390,0.31277533,-0.36842105,0.00000000
Education,0.00000000,0.13894325,-0.13110540,0.23211169,-0.05263158,-0.15485564,-0.11111111,-0.05263158,0.02222222,-0.38801262,0.02439024,-0.41025641,0.11468813,-0.50684932,-0.17021277
Entertainment,0.08178439,0.00000000,-0.25380711,0.25937031,-0.03563941,-0.16235294,-0.07860262,-0.01437372,0.05725191,-0.40740741,0.10507246,-0.43604651,0.09191176,-0.62500000,-0.13302752
Nonprofits & Activism,0.14189189,0.07299270,0.00000000,0.20125786,-0.12888889,-0.15981735,-0.14932127,-0.06722689,0.01550388,-0.43502825,0.03787879,-0.49411765,0.02307692,-0.49411765,-0.23902439
People & Blogs,0.14796748,0.23167155,-0.15673289,0.00000000,-0.11727079,-0.15929204,-0.15164835,-0.05010020,0.06428571,-0.42391304,0.08070175,-0.42779292,0.02420857,-0.43561644,-0.11016949
Howto & Style,0.20731707,0.27777778,-0.14035088,0.22848665,0.00000000,-0.14035088,-0.18181818,0.00000000,0.11564626,-0.26829268,0.09722222,-0.41304348,0.15309446,-0.51162791,-0.18721461
News & Politics,0.28286853,0.32835821,0.01098901,0.35714286,0.04255319,0.00000000,-0.02272727,0.07216495,0.21739130,-0.19205298,0.14285714,-0.28571429,0.27710843,-0.36363636,0.01639344
Comedy,0.22222222,0.30650155,-0.08737864,0.26557377,-0.10891089,-0.13131313,0.00000000,0.02183406,0.14503817,-0.28735632,0.12156863,-0.39130435,0.21126761,-0.41772152,-0.09268293
Music,0.07608696,0.17073171,-0.20996441,0.16461916,-0.13333333,-0.24087591,-0.18466899,0.00000000,0.07356948,-0.44680851,-0.03658537,-0.33858268,0.02298851,-0.57407407,-0.18055556
Sports,0.10047847,0.19139785,-0.17868339,0.22633745,-0.06818182,-0.14634146,-0.11242604,0.02337662,0.00000000,-0.29655172,0.12149533,-0.55371901,0.05527638,-0.54732510,-0.16770186
Film & Animation,0.51562500,0.54074074,0.23456790,0.54744526,0.41509434,0.32608696,0.33333333,0.35416667,0.53383459,0.00000000,0.51181102,-0.19230769,0.47008547,-0.16981132,0.22500000
Gaming,0.02439024,0.16190476,-0.23249300,0.16666667,-0.16402116,-0.29411765,-0.21212121,-0.16402116,0.04347826,-0.39240506,0.00000000,-0.57142857,0.03083700,-0.60583942,-0.19891008
Travel & Events,0.44881890,0.46969697,0.10256410,0.50000000,0.21348315,0.17647059,0.16666667,0.41176471,0.21348315,-0.25000000,0.26315789,0.00000000,0.30000000,-0.37254902,0.06666667
Autos & Vehicles,0.18123667,0.21472393,-0.18153846,0.17773019,-0.04065041,-0.09401709,-0.05494505,-0.03783784,0.04477612,-0.38129496,0.09859155,-0.49416342,0.00000000,-0.64102564,-0.12609971
Pets & Animals,0.39805825,0.29545455,0.16216216,0.53731343,0.15068493,0.15068493,0.19480519,0.19480519,0.27906977,-0.16981132,0.27058824,-0.31914894,0.15068493,0.00000000,0.07462687
