Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.36220472,0.33606557,-0.00621118,0.40221402,0.19402985,0.05263158,-0.05194805,0.20588235,0.25688073,-0.10204082,0.21739130,-0.29600000,0.31355932,-0.39655172,0.00000000
Education,0.00000000,0.18476190,-0.13227513,0.18320611,-0.05679012,-0.17906336,-0.06733167,0.02727273,0.09129512,-0.36305732,0.12114990,-0.50704225,0.04464286,-0.51773050,-0.10594315
Entertainment,0.09122807,0.00000000,-0.21311475,0.21036585,-0.09513742,-0.16930023,-0.09282700,-0.01568627,0.07992895,-0.38873995,0.01520913,-0.46742210,0.00000000,-0.53709199,-0.22748815
Nonprofits & Activism,0.20588235,0.21739130,0.00000000,0.31645570,-0.01408451,-0.10769231,-0.01886792,-0.00465116,0.04845815,-0.30120482,0.14960630,-0.46938776,0.08474576,-0.44966443,-0.14893617
People & Blogs,0.09154930,0.21221374,-0.10729614,0.00000000,-0.06391753,-0.21411765,-0.13907285,0.01526718,0.08833922,-0.33678756,0.09790210,-0.41369863,0.07360862,-0.49132948,-0.15178571
Howto & Style,0.19003115,0.24418605,-0.10638298,0.27170868,0.00000000,-0.19815668,-0.11111111,0.02621723,0.05109489,-0.31313131,0.12457912,-0.46892655,0.06810036,-0.44444444,-0.04000000
News & Politics,0.20647773,0.30496454,-0.05945946,0.26037736,-0.05945946,0.00000000,0.02970297,0.13274336,0.15517241,-0.23270440,0.20325203,-0.39007092,0.17299578,-0.44117647,-0.04255319
Comedy,0.25925926,0.32307692,-0.02803738,0.27868852,-0.02803738,-0.02803738,0.00000000,0.08333333,0.13043478,-0.28654971,0.11646586,-0.33333333,0.16030534,-0.64179104,-0.20218579
Music,0.27323944,0.32105263,-0.09322034,0.34683544,0.03007519,-0.00389105,0.00386100,0.00000000,0.17571885,-0.35789474,0.13422819,-0.33678756,0.14569536,-0.47428571,-0.02380952
Sports,0.14988814,0.23076923,-0.22977346,0.23694779,-0.13772455,-0.17283951,-0.14114114,-0.01604278,0.00000000,-0.42322097,0.05472637,-0.46718147,0.10377358,-0.54471545,-0.16207951
Film & Animation,0.50375940,0.55102041,0.27472527,0.59006211,0.34653465,0.29787234,0.29787234,0.29787234,0.40000000,0.00000000,0.37142857,-0.11864407,0.42105263,-0.26923077,0.33333333
Gaming,0.14465409,0.13375796,-0.16571429,0.21235521,-0.09973046,-0.15909091,-0.18950437,-0.09383378,0.01923077,-0.47826087,0.00000000,-0.46236559,0.11111111,-0.54545455,-0.23636364
Travel & Events,0.32075472,0.44615385,0.04000000,0.49650350,0.13253012,0.08860759,0.20879121,0.28000000,0.31428571,-0.16129032,0.35135135,0.00000000,0.36842105,-0.35849057,0.10000000
Autos & Vehicles,0.01518438,0.06584362,-0.27887324,0.13688213,-0.20744681,-0.24043716,-0.19788918,-0.13500000,0.01518438,-0.47402597,0.05809129,-0.48852459,0.00000000,-0.65090909,-0.18848168
Pets & Animals,0.32038835,0.38053097,0.07894737,0.43089431,0.17647059,0.04109589,-0.18644068,0.13580247,0.23076923,-0.29629630,0.26315789,-0.34615385,0.15662651,0.00000000,0.00000000
