Genre,Average EI index
Science & Technology,0.07116384078046996
Education,-0.1208357834581698
Entertainment,-0.188518889845568
Nonprofits & Activism,0.055979736656810004
People & Blogs,-0.12340071755195457
Howto & Style,-0.013618523645205913
News & Politics,0.04070705475894244
Comedy,-0.09069208334524115
Music,-0.028784110523669495
Sports,-0.1222876768641511
Film & Animation,0.2052787551236235
Gaming,-0.14293161039646365
Travel & Events,0.20911244598185336
Autos & Vehicles,-0.1311875474430095
Pets & Animals,0.18909122440313025
