Genre,Average EI index
Science & Technology,0.1786826852828376
Education,-0.10165555997982012
Entertainment,-0.14278913392220643
Nonprofits & Activism,-0.009754587439558886
People & Blogs,-0.16371564586917134
Howto & Style,-0.03776937757201822
News & Politics,-0.014470667396410937
Comedy,-0.00014091453575960328
Music,-0.06353525917627457
Sports,-0.13607769884059548
Film & Animation,0.18989635983369751
Gaming,-0.201661577946224
Travel & Events,0.1397818357367913
Autos & Vehicles,-0.164411769147458
Pets & Animals,0.13327998439801086
