Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.42386831,0.42622951,0.11392405,0.49275362,0.13043478,0.05405405,0.24324324,0.25133690,0.34272300,-0.20689655,0.30693069,-0.25000000,0.33962264,-0.16666667,0.00000000
Education,0.00000000,0.19778189,-0.07692308,0.18421053,-0.08771930,-0.12144703,-0.18904110,0.03125000,0.09394572,-0.36908517,0.08438819,-0.54448399,0.03125000,-0.54448399,-0.11282051
Entertainment,0.10016978,0.00000000,-0.20454545,0.17316693,-0.10878661,-0.16483516,-0.13247863,-0.00760456,-0.01338432,-0.46408840,0.03811252,-0.46408840,0.02930403,-0.57270030,-0.20728929
Nonprofits & Activism,0.29166667,0.26353791,0.00000000,0.29166667,0.06849315,-0.10270270,-0.02512563,0.04225352,0.12068966,-0.45714286,0.10132159,-0.36000000,0.18072289,-0.47826087,-0.07368421
People & Blogs,0.04132231,0.12912913,-0.21848739,0.00000000,-0.11111111,-0.30337079,-0.18367347,-0.03756708,0.03814262,-0.41119221,0.01360544,-0.51436031,0.01528014,-0.58038147,-0.16935484
Howto & Style,0.18566775,0.26035503,-0.03305785,0.29971989,0.00000000,-0.10132159,-0.11111111,0.01574803,0.08759124,-0.34408602,0.13793103,-0.49700599,0.21630094,-0.48809524,-0.15740741
News & Politics,0.24542125,0.29692833,-0.10752688,0.20155039,-0.00487805,0.00000000,-0.11956522,0.00961538,0.16935484,-0.27950311,0.18577075,-0.37333333,0.17269076,-0.46099291,-0.13812155
Comedy,0.15175097,0.30128205,-0.05825243,0.29449838,-0.04306220,-0.14736842,0.00000000,0.10288066,0.16793893,-0.27485380,0.17110266,-0.41558442,0.17424242,-0.45333333,0.02678571
Music,0.22222222,0.27941176,-0.13953488,0.29326923,-0.06521739,-0.16666667,-0.04626335,0.00000000,0.08978328,-0.38028169,0.08125000,-0.40000000,0.02000000,-0.56382979,-0.11363636
Sports,0.12688172,0.11930586,-0.21921922,0.21317829,-0.15340909,-0.16666667,-0.14044944,-0.07124011,0.00000000,-0.38566553,-0.02525253,-0.43971631,0.02168675,-0.61111111,-0.17341040
Film & Animation,0.40845070,0.39568345,-0.05000000,0.48466258,0.18446602,0.16000000,0.19230769,0.22222222,0.36363636,0.00000000,0.40845070,-0.21739130,0.33333333,-0.27272727,0.04545455
Gaming,0.04471545,0.09788868,-0.30555556,0.11819887,-0.17500000,-0.22077922,-0.20822622,-0.15196078,-0.09813084,-0.40298507,0.00000000,-0.52103560,-0.07061503,-0.64912281,-0.28065395
Travel & Events,0.23076923,0.41605839,0.09090909,0.39849624,0.02439024,0.08045977,0.05882353,0.22330097,0.32773109,-0.19402985,0.29824561,0.00000000,0.33333333,-0.35593220,0.02439024
Autos & Vehicles,0.01986755,0.11729622,-0.20325203,0.14779271,-0.06730769,-0.20652174,-0.17771883,-0.18400000,-0.02304147,-0.45098039,-0.04225352,-0.47019868,0.00000000,-0.54166667,-0.21978022
Pets & Animals,0.30612245,0.35849057,0.02857143,0.38738739,0.11688312,0.05555556,0.09333333,0.09333333,0.18072289,-0.17241379,0.19047619,-0.28301887,0.32000000,0.00000000,0.19047619
