Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.44303797,0.46341463,0.13725490,0.49034749,0.18518519,0.22352941,0.15923567,0.27071823,0.31250000,-0.10924370,0.31606218,-0.09090909,0.41333333,-0.15789474,0.00000000
Education,0.00000000,0.26771654,-0.00813008,0.28461538,0.10144928,0.01063830,-0.07826087,0.07692308,0.12880562,-0.31448763,0.12056738,-0.39849624,0.15837104,-0.55000000,-0.04201681
Entertainment,0.15000000,0.00000000,-0.18703242,0.25625000,-0.05777778,-0.13875598,-0.06726457,0.03054990,0.08285164,-0.45565749,0.11851852,-0.43373494,0.06114398,-0.38372093,-0.13875598
Nonprofits & Activism,0.31182796,0.25868726,0.00000000,0.34246575,0.00000000,-0.02673797,-0.03225806,0.13122172,0.15418502,-0.24675325,0.18297872,-0.43283582,0.19665272,-0.43283582,-0.04918033
People & Blogs,0.10779436,0.19821162,-0.15698925,0.00000000,-0.04873294,-0.19555556,-0.16702820,-0.02671756,0.07718696,-0.36202532,0.03928571,-0.45013477,-0.01127820,-0.50279330,-0.16450216
Howto & Style,0.28450704,0.25073746,-0.13901345,0.31536388,0.00000000,-0.09012876,-0.09482759,-0.02834008,0.05223881,-0.39560440,0.10563380,-0.36559140,0.13605442,-0.61783439,-0.13901345
News & Politics,0.39705882,0.37404580,0.05202312,0.37642586,0.12765957,0.00000000,0.05747126,0.14136126,0.25114155,-0.27131783,0.26785714,-0.32258065,0.24770642,-0.41379310,0.11827957
Comedy,0.16483516,0.29192547,-0.11764706,0.25490196,-0.04109589,-0.10679612,0.00000000,0.03797468,0.12307692,-0.23243243,0.16176471,-0.42500000,0.14606742,-0.44303797,-0.11219512
Music,0.21229050,0.28426396,-0.06015038,0.28787879,-0.08045977,-0.12800000,-0.06818182,0.00000000,0.12962963,-0.38235294,0.14285714,-0.38235294,0.12962963,-0.52432432,-0.10156250
Sports,0.07829978,0.15400411,-0.22255193,0.20769231,-0.18731988,-0.20116618,-0.17045455,-0.05912596,0.00000000,-0.45070423,0.06363636,-0.56653992,0.06575964,-0.66129032,-0.24096386
Film & Animation,0.31972789,0.28057554,0.07407407,0.43181818,0.04761905,-0.03092784,0.17355372,0.11504425,0.21875000,0.00000000,0.28057554,-0.28205128,0.24812030,-0.40845070,0.02912621
Gaming,0.07727273,0.19603960,-0.18713450,0.17813765,-0.12777778,-0.17681159,-0.12465374,-0.03836317,0.07093822,-0.39041096,0.00000000,-0.43971631,0.08558559,-0.66393443,-0.23030303
Travel & Events,0.37931034,0.44615385,0.02702703,0.47826087,0.24210526,0.07692308,0.12195122,0.27272727,0.22580645,-0.12500000,0.37391304,0.00000000,0.30769231,-0.35849057,0.20879121
Autos & Vehicles,0.10344828,0.12788260,-0.18518519,0.11677282,-0.10933333,-0.20930233,-0.15235457,-0.06393862,0.06094808,-0.42955326,0.07349666,-0.50724638,0.00000000,-0.51824818,-0.13351499
Pets & Animals,0.25581395,0.53623188,0.08571429,0.47107438,-0.03225806,0.03030303,0.15789474,0.15789474,0.13513514,-0.20754717,0.12328767,-0.30612245,0.34693878,0.00000000,0.20000000
