Genre,Average EI index
Science & Technology,0.21832653451364342
Education,-0.01730750166238996
Entertainment,-0.08309900400849182
Nonprofits & Activism,0.02552985034360177
People & Blogs,-0.11880561302490897
Howto & Style,-0.05184414995668115
News & Politics,0.10023848618211244
Comedy,-0.021261305365331013
Music,-0.038631072766751914
Sports,-0.1564803313901326
Film & Animation,0.10696820954401885
Gaming,-0.1265094092587271
Travel & Events,0.1912265261022186
Autos & Vehicles,-0.13043774263635202
Pets & Animals,0.13959720757030952
