Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.20948617,0.22178988,-0.09890110,0.28825623,0.00000000,-0.01010101,-0.11731844,0.09090909,0.19354839,-0.29032258,0.22480620,-0.34228188,0.12280702,-0.55038760,0.00000000
Education,0.00000000,0.16727273,-0.19582245,0.18794326,-0.08274232,-0.12254902,-0.11707317,-0.06759907,-0.02460850,-0.39634146,0.01927195,-0.41358025,0.04384134,-0.55254237,-0.19895288
Entertainment,0.14642857,0.00000000,-0.10138249,0.24842767,-0.02136752,-0.15458937,-0.07415730,0.04590818,0.12132353,-0.43113772,0.09297913,-0.51265823,0.07003891,-0.51265823,-0.20707071
Nonprofits & Activism,0.19844358,0.30872483,0.00000000,0.27464789,0.03286385,-0.08421053,0.00000000,-0.01477833,0.15226337,-0.41095890,0.13080169,-0.43055556,0.21072797,-0.47142857,-0.11351351
People & Blogs,0.15716753,0.23868955,-0.14823529,0.00000000,0.00408163,-0.08444444,-0.11670481,0.05242718,0.13167260,-0.35180055,0.10622711,-0.40229885,0.09124767,-0.46987952,-0.14823529
Howto & Style,0.23174603,0.30857143,-0.04761905,0.34059946,0.00000000,-0.08035714,-0.11009174,0.00819672,0.10370370,-0.31521739,0.13879004,-0.39080460,0.10701107,-0.40697674,-0.09502262
News & Politics,0.35094340,0.34099617,0.00578035,0.41095890,0.08994709,0.00000000,0.06010929,0.12690355,0.22869955,-0.24637681,0.20000000,-0.48275862,0.24561404,-0.39837398,0.06521739
Comedy,0.19471947,0.25609756,-0.08444444,0.22539683,-0.11415525,-0.11415525,0.00000000,-0.07017544,0.08270677,-0.34065934,0.08270677,-0.40229885,0.14685315,-0.55414013,-0.21393035
Music,0.17994100,0.30673317,-0.16317992,0.32195122,-0.06106870,-0.11200000,-0.13469388,0.00000000,0.10322581,-0.24107143,0.18475073,-0.39698492,0.10032362,-0.36945813,-0.07335907
Sports,0.09823678,0.26033058,-0.12225705,0.27967807,-0.09146341,-0.13291139,-0.10835913,-0.02285714,0.00000000,-0.33085502,0.07253886,-0.46122449,0.16744186,-0.52340426,-0.09480122
Film & Animation,0.33783784,0.31944444,-0.06521739,0.40963855,0.12500000,0.02970297,0.10091743,0.26865672,0.29496403,0.00000000,0.22834646,-0.22500000,0.18333333,-0.40000000,0.05769231
Gaming,0.04157549,0.13609467,-0.24079320,0.15930902,-0.15567282,-0.25862069,-0.20661157,-0.04038005,-0.02816901,-0.47474747,0.00000000,-0.52083333,0.00000000,-0.54225352,-0.16180371
Travel & Events,0.38686131,0.29411765,-0.01204819,0.42465753,0.11578947,-0.16666667,0.10638298,0.17647059,0.22222222,-0.15068493,0.24324324,0.00000000,0.29411765,-0.55555556,0.07692308
Autos & Vehicles,0.06609808,0.11336032,-0.16180371,0.14453125,-0.18699187,-0.21329640,-0.14360313,-0.12596401,0.06808511,-0.51034483,0.00000000,-0.47972973,0.00000000,-0.61623616,-0.26224784
Pets & Animals,0.46666667,0.52475248,0.21311475,0.57142857,0.36000000,0.21311475,0.18644068,0.45454545,0.40000000,-0.06666667,0.46067416,-0.33333333,0.36842105,0.00000000,0.09433962
