Genre,Average EI index
Science & Technology,-0.004122116240057776
Education,-0.125248729895125
Entertainment,-0.09213682696046055
Nonprofits & Activism,-0.01549801538412135
People & Blogs,-0.06714896354033636
Howto & Style,-0.01481934608214203
News & Politics,0.07126145075293826
Comedy,-0.06467703665699802
Music,-0.025349321218733543
Sports,-0.07213621285347137
Film & Animation,0.11895119211413825
Gaming,-0.16377901432645
Travel & Events,0.1039878841974379
Autos & Vehicles,-0.16486735162726893
Pets & Animals,0.27953558475910706
