Genre,Average EI index
Science & Technology,0.12917462842630562
Education,-0.06514233669017849
Entertainment,-0.10434581087115714
Nonprofits & Activism,-0.07643989576561065
People & Blogs,-0.13924842815396304
Howto & Style,0.022355711507027497
News & Politics,-0.05033898931537389
Comedy,-0.0015211924704056912
Music,-0.03420826579577159
Sports,-0.1353732365860647
Film & Animation,0.2373160587787111
Gaming,-0.16102640054505715
Travel & Events,0.1161058683980289
Autos & Vehicles,-0.2090302649840226
Pets & Animals,0.16866832257358055
