Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.41886792,0.39370079,0.05521472,0.35564854,0.21428571,0.12500000,0.05521472,0.20207254,0.27014218,-0.25203252,0.28372093,-0.32758621,0.33043478,-0.31623932,0.00000000
Education,0.00000000,0.17004049,-0.10810811,0.23791822,-0.05943152,-0.03797468,-0.12947658,-0.00244499,0.10480349,-0.40893471,0.12205567,-0.35313531,0.11447084,-0.51851852,-0.04325700
Entertainment,0.08037383,0.00000000,-0.19417476,0.26676602,-0.08609272,-0.17142857,-0.04016913,-0.00613497,0.08550186,-0.29815303,0.08208955,-0.50458716,0.05019305,-0.56190476,-0.16312057
Nonprofits & Activism,0.17021277,0.17314488,0.00000000,0.24516129,-0.09345794,-0.18181818,-0.11961722,-0.02183406,0.07142857,-0.32203390,0.06400000,-0.47169811,0.07874016,-0.50967742,-0.15270936
People & Blogs,0.09001637,0.20910384,-0.18046709,0.00000000,-0.10536779,-0.22466960,-0.16317992,0.00536673,0.03806228,-0.40404040,-0.02018349,-0.43669251,0.00891266,-0.50270270,-0.26363636
Howto & Style,0.22558923,0.28571429,-0.08490566,0.32352941,0.00000000,-0.12745098,0.01709402,0.10156250,0.16967509,-0.19170984,0.17857143,-0.38554217,0.12878788,-0.34502924,0.01709402
News & Politics,0.27090301,0.22968198,-0.14736842,0.23508772,-0.10101010,0.00000000,-0.06862745,0.08786611,0.07234043,-0.56834532,0.06437768,-0.35403727,0.09543568,-0.47297297,-0.04807692
Comedy,0.18352060,0.35119048,-0.08457711,0.29449838,0.04385965,-0.06862745,0.00000000,0.03964758,0.08403361,-0.26011561,0.18656716,-0.43421053,0.15830116,-0.39743590,-0.11794872
Music,0.18604651,0.26892950,-0.11111111,0.33491686,0.00355872,-0.03703704,-0.08527132,0.00000000,0.10828025,-0.48148148,0.11949686,-0.35265700,0.11949686,-0.45833333,-0.09375000
Sports,0.11946903,0.18940937,-0.19161677,0.20240481,-0.10249307,-0.22461538,-0.21341463,-0.06702413,0.00000000,-0.35374150,0.09339408,-0.47955390,0.04326923,-0.71551724,-0.19519520
Film & Animation,0.39837398,0.56470588,0.23711340,0.52258065,0.35652174,-0.10447761,0.26732673,0.13953488,0.43939394,0.00000000,0.42635659,-0.19354839,0.39344262,-0.23333333,0.10843373
Gaming,0.09394572,0.14398422,-0.24000000,0.10330579,-0.13612565,-0.27272727,-0.15425532,-0.09873418,0.05032823,-0.40453074,0.00000000,-0.52280702,0.03125000,-0.62546816,-0.22253521
Travel & Events,0.41007194,0.32786885,0.01204819,0.45333333,0.10869565,0.11827957,0.02380952,0.24074074,0.26126126,-0.24242424,0.24770642,0.00000000,0.18000000,-0.49090909,-0.02500000
Autos & Vehicles,0.04032258,0.06666667,-0.26933333,0.08637236,-0.22997416,-0.28648649,-0.22680412,-0.14423077,-0.04615385,-0.47368421,-0.01492537,-0.60269360,0.00000000,-0.60810811,-0.21739130
Pets & Animals,0.35416667,0.38000000,0.10144928,0.49593496,0.28735632,0.11428571,0.20512821,0.25301205,0.03125000,-0.14814815,0.23456790,-0.37777778,0.30337079,0.00000000,0.12676056
