Genre,Average EI index
Science & Technology,0.2535360368847904
Education,-0.05048114251163426
Entertainment,-0.13372828925553049
Nonprofits & Activism,0.054497137983473186
People & Blogs,-0.09427487160638595
Howto & Style,0.0025385952593496497
News & Politics,0.10330921895875021
Comedy,-0.051269908585606164
Music,-0.111016872907959
Sports,-0.11342727642678221
Film & Animation,0.26001424112731114
Gaming,-0.1965815409708785
Travel & Events,0.09443952190979713
Autos & Vehicles,-0.15242082170939403
Pets & Animals,0.30290587281547826
