Genre,Average EI index
Science & Technology,0.10067997961547037
Education,-0.0929346928611584
Entertainment,-0.125821555440418
Nonprofits & Activism,0.03057431552047225
People & Blogs,-0.08042083398999313
Howto & Style,-0.0047411555708813235
News & Politics,0.13687879136117853
Comedy,-0.05287702329119189
Music,-0.014382748934084493
Sports,-0.15913885197506628
Film & Animation,0.17754470279443774
Gaming,-0.17541908386889093
Travel & Events,0.3394044817636784
Autos & Vehicles,-0.15733700379097795
Pets & Animals,0.1955639823084932
