Genre,Average EI index
Science & Technology,0.16003482282992604
Education,-0.09871298974104656
Entertainment,-0.12270307261259081
Nonprofits & Activism,-0.009605893962016126
People & Blogs,-0.09832780830589218
Howto & Style,0.03227887505498854
News & Politics,0.07694454466200391
Comedy,-0.00013203439296800252
Music,-0.0857918746956261
Sports,-0.13283332293585487
Film & Animation,0.3070373262784076
Gaming,-0.1406181394114641
Travel & Events,0.0806238753340696
Autos & Vehicles,-0.19184155825120822
Pets & Animals,0.2899883361184843
