Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.37339056,0.44486692,0.14117647,0.46125461,0.21925134,0.14619883,0.14117647,0.21925134,0.23157895,-0.05797101,0.29126214,-0.21666667,0.29126214,-0.44554455,0.00000000
Education,0.00000000,0.18949343,-0.14893617,0.21311475,0.00689655,-0.09367089,-0.11627907,-0.07196030,0.03355705,-0.39805825,0.06086957,-0.44000000,0.12016293,-0.58823529,-0.14893617
Entertainment,0.11423550,0.00000000,-0.20286396,0.22935780,-0.13513514,-0.18588235,-0.10284464,-0.05219207,0.10320285,-0.48235294,0.08029197,-0.43181818,0.09352518,-0.60509554,-0.14027149
Nonprofits & Activism,0.21212121,0.23247232,0.00000000,0.33333333,-0.02463054,-0.08900524,-0.08333333,0.01886792,0.13692946,-0.30817610,0.11111111,-0.33333333,0.11864407,-0.42465753,-0.03482587
People & Blogs,0.12500000,0.21633888,-0.10920771,0.00000000,-0.05498982,-0.14601770,-0.08823529,-0.00778210,0.05989111,-0.35958005,0.00956023,-0.49710983,0.08480565,-0.47578348,-0.13347921
Howto & Style,0.32727273,0.26732673,-0.05714286,0.35276968,0.00000000,-0.07766990,-0.04716981,0.10843373,0.18681319,-0.17460317,0.21276596,-0.36196319,0.16226415,-0.46052632,0.01333333
News & Politics,0.36121673,0.34630350,0.01754386,0.39350181,0.06145251,0.00000000,0.09189189,0.06666667,0.21126761,-0.27272727,0.27896996,-0.36585366,0.35135135,-0.54128440,0.07692308
Comedy,0.22142857,0.30573248,-0.10659898,0.33128834,-0.03809524,-0.03809524,0.00000000,0.00000000,0.15175097,-0.26744186,0.19259259,-0.37974684,0.09917355,-0.41558442,-0.05825243
Music,0.09037901,0.18537859,-0.18181818,0.24087591,-0.06122449,-0.23809524,-0.17735849,0.00000000,0.10857143,-0.24302789,0.12849162,-0.45794393,0.06024096,-0.50000000,-0.15555556
Sports,0.07192575,0.21568627,-0.18694362,0.18699187,-0.10497238,-0.21580547,-0.14942529,-0.01522843,0.00000000,-0.43369176,0.09297052,-0.53256705,-0.02301790,-0.50375940,-0.26182965
Film & Animation,0.46456693,0.44262295,0.23595506,0.56410256,0.39285714,0.17073171,0.29896907,0.47286822,0.39823009,0.00000000,0.39823009,-0.09677419,0.33980583,-0.09677419,0.31313131
Gaming,0.07252747,0.16765286,-0.23753666,0.11157895,-0.10471204,-0.17222222,-0.13440860,-0.02179177,0.06637168,-0.45517241,0.00000000,-0.47038328,-0.02926829,-0.53454545,-0.22674419
Travel & Events,0.30232558,0.37931034,0.07216495,0.31818182,0.07216495,-0.07142857,0.04255319,0.12621359,0.15094340,-0.23287671,0.25619835,0.00000000,0.14285714,-0.45161290,0.02173913
Autos & Vehicles,0.09126984,0.14071295,-0.26869806,0.14552239,-0.19582245,-0.13366337,-0.26519337,-0.13086420,-0.09047619,-0.53691275,-0.07009346,-0.58477509,0.00000000,-0.52159468,-0.26519337
Pets & Animals,0.40000000,0.44186047,0.27272727,0.58620690,0.26153846,0.02040816,0.30434783,0.36842105,0.46666667,0.07692308,0.45454545,-0.17073171,0.50000000,0.00000000,0.07692308
