Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.29460581,0.32270916,0.02298851,0.42176871,0.10526316,0.00000000,0.00000000,0.20187793,0.24778761,-0.20567376,0.17874396,-0.41666667,0.28571429,-0.39344262,0.00000000
Education,0.00000000,0.17214700,-0.17260274,0.26333907,-0.13829787,-0.11749347,-0.08080808,0.02283105,0.05726872,-0.38511327,0.10272537,-0.42666667,0.08936170,-0.56776557,-0.15675676
Entertainment,0.03945111,0.00000000,-0.23893805,0.15789474,-0.14285714,-0.14989733,-0.13821138,-0.12903226,0.03281520,-0.46596859,-0.00538600,-0.58640227,-0.00178891,-0.57746479,-0.25560538
Nonprofits & Activism,0.19841270,0.26007326,0.00000000,0.26007326,0.00492611,0.02415459,-0.01000000,0.07339450,0.19841270,-0.38356164,0.16872428,-0.45323741,0.16528926,-0.39310345,-0.06315789
People & Blogs,0.16139241,0.18461538,-0.21281465,0.00000000,-0.04950495,-0.23255814,-0.10416667,-0.03313840,0.10321489,-0.35549872,0.02752294,-0.47632312,0.02214022,-0.50997151,-0.11814346
Howto & Style,0.17818182,0.30030960,-0.05116279,0.35977337,0.00000000,-0.07619048,-0.03669725,0.09236948,0.16296296,-0.29142857,0.24414716,-0.43037975,0.26623377,-0.45806452,-0.03669725
News & Politics,0.21582734,0.31012658,-0.01395349,0.20437956,-0.05825243,0.00000000,-0.18478261,0.03111111,0.10655738,-0.28235294,0.00456621,-0.46308725,0.11020408,-0.51388889,-0.12371134
Comedy,0.27719298,0.34603175,-0.01980198,0.35220126,0.00961538,-0.15730337,0.00000000,0.14166667,0.13807531,-0.22619048,0.16260163,-0.27950311,0.20155039,-0.51470588,-0.09574468
Music,0.24099723,0.22379603,-0.07874016,0.28831169,-0.00366300,-0.08300395,0.00000000,0.00000000,0.04861111,-0.35643564,0.14906832,-0.36318408,0.18208955,-0.36318408,-0.03396226
Sports,0.11368910,0.22040816,-0.11695906,0.26112186,-0.09770115,-0.17177914,-0.16819572,-0.11695906,0.00000000,-0.47490347,0.13963964,-0.49803922,0.02798982,-0.56557377,-0.15060241
Film & Animation,0.34751773,0.37837838,-0.01098901,0.46511628,0.14814815,0.14018692,0.17117117,0.17117117,0.19298246,0.00000000,0.25806452,-0.24324324,0.34285714,-0.37313433,0.09803922
Gaming,0.07566462,0.10139165,-0.22826087,0.10671937,-0.09708738,-0.34523810,-0.22493225,-0.09975669,0.05636743,-0.48684211,0.00000000,-0.49174917,-0.05361305,-0.58041958,-0.29885057
Travel & Events,0.31297710,0.23728814,-0.08433735,0.35251799,0.00000000,-0.05882353,0.12621359,0.17431193,0.17431193,-0.23287671,0.26229508,0.00000000,0.28000000,-0.23287671,-0.12500000
Autos & Vehicles,0.10344828,0.14579055,-0.19197708,0.14226804,-0.03225806,-0.20930233,-0.14600551,-0.02463054,-0.01463415,-0.37748344,-0.01216545,-0.44444444,0.00000000,-0.59386973,-0.15235457
Pets & Animals,0.42168675,0.51515152,0.29411765,0.56363636,0.27272727,0.18644068,0.15789474,0.45454545,0.37662338,-0.06666667,0.42857143,0.07692308,0.37662338,0.00000000,0.21311475
