Genre,Average EI index
Science & Technology,0.07611972050543415
Education,-0.09555939364680947
Entertainment,-0.17581364600676935
Nonprofits & Activism,0.003600017803185779
People & Blogs,-0.11380241268423243
Howto & Style,0.01595411102963028
News & Politics,-0.04694690575396602
Comedy,0.023977562077370267
Music,-0.010664231576968913
Sports,-0.1141331736983606
Film & Animation,0.14901903875323413
Gaming,-0.1833290500838954
Travel & Events,0.08471438888469394
Autos & Vehicles,-0.129115602465379
Pets & Animals,0.30509926864918147
