Genre,Average EI index
Science & Technology,0.18232499208834602
Education,-0.08688330108781575
Entertainment,-0.10330541363219596
Nonprofits & Activism,-0.011836548727538834
People & Blogs,-0.10615618594416178
Howto & Style,-0.0006371174954720568
News & Politics,0.07266765119247447
Comedy,-0.0020921458091644712
Music,-0.03670418369503296
Sports,-0.09011973753020396
Film & Animation,0.13994204639467858
Gaming,-0.11232894108417382
Travel & Events,0.2858896133638722
Autos & Vehicles,-0.14760152247778718
Pets & Animals,0.26423899967675596
