Genre,Average EI index
Science & Technology,0.09060513479333723
Education,-0.04769029578076752
Entertainment,-0.09221891517106773
Nonprofits & Activism,-0.06012470324724945
People & Blogs,-0.09210436533380946
Howto & Style,0.013570004098538828
News & Politics,0.08863476301444402
Comedy,-0.04332522574895269
Music,-0.050965846339886725
Sports,-0.09794511519856895
Film & Animation,0.15821221038686492
Gaming,-0.10620113114023819
Travel & Events,0.19099109935759498
Autos & Vehicles,-0.14996961621224258
Pets & Animals,0.21935434181484698
