Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.38970588,0.41134752,-0.09210526,0.37358491,0.12631579,-0.01840491,0.11229947,0.14432990,0.18627451,-0.21167883,0.21698113,-0.27692308,0.24545455,-0.33870968,0.00000000
Education,0.00000000,0.27970750,-0.09749304,0.26492537,-0.06486486,-0.07356948,-0.05347594,0.04600484,0.09425287,-0.36332180,0.12053571,-0.42238267,0.09839817,-0.47565543,-0.02072539
Entertainment,0.18243243,0.00000000,-0.14964371,0.21682848,-0.06607930,-0.09255079,-0.11264368,0.03006012,0.05836576,-0.38285714,0.05283757,-0.44910180,0.06019417,-0.54140127,-0.09750567
Nonprofits & Activism,0.18248175,0.23024055,0.00000000,0.24832215,0.04680851,-0.09803922,-0.14871795,0.05485232,0.01321586,-0.41772152,0.13178295,-0.44516129,0.12156863,-0.52380952,-0.23756906
People & Blogs,0.13949580,0.18987342,-0.15837104,0.00000000,-0.01992032,-0.17701149,-0.14031180,0.02661597,0.13804714,-0.36170213,0.07913669,-0.41828255,0.04477612,-0.46285714,-0.16894977
Howto & Style,0.20557491,0.30061350,0.03797468,0.36666667,0.00000000,0.01724138,0.00869565,0.00000000,0.17090909,-0.34117647,0.14606742,-0.40740741,0.21649485,-0.50000000,-0.03167421
News & Politics,0.34387352,0.41549296,0.05142857,0.36641221,0.17412935,0.00000000,0.07777778,0.17821782,0.21698113,-0.34959350,0.28755365,-0.37190083,0.25225225,-0.38333333,-0.01840491
Comedy,0.20000000,0.24115756,-0.17412935,0.24115756,-0.00854701,-0.09767442,0.00000000,0.02479339,0.13235294,-0.31843575,0.11278195,-0.46583851,0.08171206,-0.51282051,-0.06306306
Music,0.20334262,0.28500000,-0.06716418,0.30750605,-0.11284047,-0.09160305,-0.07116105,0.00000000,0.12000000,-0.40196078,0.10903427,-0.44444444,0.12269939,-0.54594595,-0.12598425
Sports,0.12000000,0.18518519,-0.23841060,0.28761905,-0.07471264,-0.18354430,-0.09677419,-0.01355014,0.00000000,-0.35018051,0.10096154,-0.42748092,0.09879518,-0.56485356,-0.21428571
Film & Animation,0.34306569,0.41176471,0.01098901,0.45454545,0.10891089,-0.05882353,0.15094340,0.15094340,0.33333333,0.00000000,0.34782609,-0.13924051,0.33333333,-0.32352941,0.09090909
Gaming,0.11804009,0.15203426,-0.15116279,0.20481928,-0.12820513,-0.13793103,-0.14450867,-0.05319149,0.07259953,-0.36082474,0.00000000,-0.39436620,0.11210762,-0.56521739,-0.21100917
Travel & Events,0.37931034,0.43750000,0.08860759,0.48936170,0.14285714,0.02702703,0.08860759,0.20879121,0.35135135,-0.02857143,0.40983607,0.00000000,0.28000000,-0.33333333,0.13253012
Autos & Vehicles,0.05494505,0.11885246,-0.20111732,0.13131313,-0.09693878,-0.21468927,-0.21468927,-0.08040201,0.02934537,-0.40983607,0.07127430,-0.54121864,0.00000000,-0.52482270,-0.22159091
Pets & Animals,0.42857143,0.44000000,0.11111111,0.54098361,0.15151515,0.13846154,0.15151515,0.20000000,0.30000000,-0.09803922,0.32530120,-0.21739130,0.41052632,0.00000000,0.18840580
