Genre,Average EI index
Science & Technology,0.1377415999937935
Education,-0.10818191501175181
Entertainment,-0.07857391947922254
Nonprofits & Activism,-0.041826874103958966
People & Blogs,-0.10974692666489919
Howto & Style,0.022589495109470704
News & Politics,0.014850923100909122
Comedy,-0.03918375516683647
Music,-0.04045242081148918
Sports,-0.18527515910801798
Film & Animation,0.1979062595070216
Gaming,-0.15385913602911208
Travel & Events,0.20891456881237797
Autos & Vehicles,-0.1959787218349944
Pets & Animals,0.09448588916610287
