Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.37959184,0.43071161,0.15083799,0.35864979,0.16939891,0.06748466,0.03184713,0.21243523,0.26570048,-0.16923077,0.28638498,-0.29914530,0.37704918,-0.33333333,0.00000000
Education,0.00000000,0.20433996,-0.15485564,0.21708185,-0.11111111,-0.10831234,-0.07317073,-0.05515588,0.03719912,-0.44262295,0.01345291,-0.42394822,0.07949791,-0.56583630,-0.13110540
Entertainment,0.17253521,0.00000000,-0.15479115,0.29216867,-0.07551487,-0.15763547,-0.07061503,0.05622490,0.11153119,-0.26684636,0.05050505,-0.43292683,0.03490760,-0.55629139,-0.10328638
Nonprofits & Activism,0.18819188,0.21985816,0.00000000,0.25423729,-0.08374384,-0.14583333,-0.13402062,0.05172414,0.02654867,-0.30952381,0.14728682,-0.49659864,0.13043478,-0.40127389,-0.03286385
People & Blogs,0.13432836,0.24347826,-0.17040359,0.00000000,-0.06748466,-0.17567568,-0.12258065,-0.03984064,0.08741259,-0.42234332,0.09844560,-0.39572193,0.06618962,-0.53529412,-0.23696682
Howto & Style,0.21379310,0.27848101,-0.10144928,0.33333333,0.00000000,-0.01785714,-0.00884956,0.03797468,0.17985612,-0.32558140,0.20557491,-0.28089888,0.23232323,-0.39877301,-0.03167421
News & Politics,0.29197080,0.27611940,-0.08379888,0.30714286,0.06280193,0.00000000,-0.05434783,0.06280193,0.19502075,-0.24358974,0.09767442,-0.41605839,0.23622047,-0.46969697,-0.05434783
Comedy,0.24590164,0.27899687,-0.15577889,0.27899687,-0.01321586,-0.13861386,0.00000000,0.08730159,0.08000000,-0.37724551,0.21232877,-0.39393939,0.05349794,-0.53333333,-0.17346939
Music,0.15882353,0.29556650,-0.07924528,0.25520833,-0.07518797,-0.13043478,-0.02142857,0.00000000,0.06840391,-0.33644860,0.17579251,-0.31797235,0.09493671,-0.55434783,-0.10000000
Sports,0.03947368,0.14619883,-0.30746269,0.17358491,-0.14360313,-0.20661157,-0.23728814,-0.14360313,0.00000000,-0.44078947,0.01128668,-0.59272727,-0.03058824,-0.61029412,-0.25142857
Film & Animation,0.34920635,0.53672316,0.17171717,0.44217687,0.17171717,0.18000000,0.11827957,0.26785714,0.34920635,0.00000000,0.34400000,-0.26153846,0.35433071,-0.38983051,0.13684211
Gaming,0.02262443,0.09243697,-0.18681319,0.19101124,-0.11053985,-0.29341317,-0.09923664,-0.02857143,0.01818182,-0.44000000,0.00000000,-0.52112676,-0.05365854,-0.52112676,-0.22379603
Travel & Events,0.44715447,0.46456693,0.04225352,0.53741497,0.30612245,0.08108108,0.19047619,0.37037037,0.24444444,-0.17241379,0.33333333,0.00000000,0.32000000,-0.33333333,0.09333333
Autos & Vehicles,0.04878049,0.03703704,-0.24137931,0.12030075,-0.12230216,-0.19693095,-0.29281768,-0.14987715,-0.06363636,-0.46250000,-0.09345794,-0.56000000,0.00000000,-0.60273973,-0.16417910
Pets & Animals,0.25773196,0.30097087,0.13253012,0.37391304,0.15294118,-0.01408451,-0.01408451,0.06493506,0.19101124,-0.33333333,0.30769231,-0.35849057,0.23404255,0.00000000,0.02702703
