Genre,Average EI index
Science & Technology,0.07287780711393187
Education,-0.08670278231915796
Entertainment,-0.03637440466980504
Nonprofits & Activism,-0.054675932053358446
People & Blogs,-0.05551939501843055
Howto & Style,0.001865031665560806
News & Politics,-0.013992598938093662
Comedy,-0.03454616729975133
Music,-0.04891861835252554
Sports,-0.12774029414455426
Film & Animation,0.314684008752055
Gaming,-0.14400059017881475
Travel & Events,0.05880832881405992
Autos & Vehicles,-0.1590872800591398
Pets & Animals,0.09966865896616696
