Genre,Average EI index
Science & Technology,0.13679900819933885
Education,-0.04583465323728926
Entertainment,-0.09901086462532896
Nonprofits & Activism,-0.05935559324048278
People & Blogs,-0.08060974126728841
Howto & Style,-0.04486826872771178
News & Politics,0.09372200733004266
Comedy,0.00026541490395207146
Music,-0.15351859958101607
Sports,-0.09754373851169215
Film & Animation,0.13578275915817656
Gaming,-0.16308419554135808
Travel & Events,0.12468980103017914
Autos & Vehicles,-0.18363050800594666
Pets & Animals,0.22453023027765528
