Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.40711462,0.42307692,0.10179641,0.44852941,0.25373134,0.09090909,0.06832298,0.13294798,0.23469388,-0.20000000,0.29245283,-0.30434783,0.34210526,-0.37614679,0.00000000
Education,0.00000000,0.22834646,-0.07397260,0.31107206,-0.04533333,-0.04812834,-0.09803922,0.01754386,0.08411215,-0.33788396,0.16239316,-0.42028986,0.11711712,-0.49049430,-0.04812834
Entertainment,0.12230216,0.00000000,-0.15639810,0.20907618,-0.07964602,-0.12962963,-0.04273504,-0.01666667,0.12230216,-0.35933148,0.08097928,-0.51552795,0.07575758,-0.55910543,-0.13752914
Nonprofits & Activism,0.19434629,0.21917808,0.00000000,0.21107266,-0.09615385,-0.20634921,-0.08056872,0.01724138,0.09163347,-0.29545455,0.06172840,-0.39024390,0.06938776,-0.52000000,-0.10679612
People & Blogs,0.20128824,0.20128824,-0.17257683,0.00000000,-0.05756930,-0.14022989,-0.05756930,0.00601202,0.10951526,-0.45454545,0.12829525,-0.41310541,0.11586453,-0.48059701,-0.11460674
Howto & Style,0.16233766,0.23442136,-0.15695067,0.26285714,0.00000000,-0.11688312,-0.11688312,0.07526882,0.12244898,-0.33678756,0.02272727,-0.37967914,0.12837838,-0.51764706,-0.01176471
News & Politics,0.35877863,0.38235294,-0.05660377,0.38007380,0.09677419,0.00000000,0.09189189,0.12500000,0.22580645,-0.22627737,0.25991189,-0.22627737,0.24324324,-0.37704918,0.03448276
Comedy,0.19702602,0.34939759,-0.05365854,0.34346505,-0.02857143,-0.03349282,0.00000000,-0.01408451,0.18181818,-0.30909091,0.11836735,-0.42105263,0.16279070,-0.37579618,-0.11340206
Music,0.07692308,0.15121951,-0.19178082,0.18117647,-0.07407407,-0.23404255,-0.24731183,0.00000000,0.00286533,-0.49356223,0.06951872,-0.51304348,-0.00869565,-0.58904110,-0.27941176
Sports,0.10476190,0.24800000,-0.15692308,0.24346076,-0.06515581,-0.17133956,-0.09302326,-0.03581267,0.00000000,-0.36231884,0.04568528,-0.47450980,0.07843137,-0.51004016,-0.21682848
Film & Animation,0.33793103,0.41104294,0.12727273,0.31914894,0.14285714,0.04950495,0.08571429,0.10280374,0.29411765,0.00000000,0.24409449,-0.15662651,0.29411765,-0.37142857,0.02040816
Gaming,0.11247444,0.13888889,-0.25433526,0.19330855,-0.23295455,-0.20555556,-0.22598870,-0.04076739,-0.02600473,-0.46621622,0.00000000,-0.50173010,-0.00930233,-0.53900709,-0.22598870
Travel & Events,0.31147541,0.30000000,0.08695652,0.42068966,0.16000000,0.11578947,0.02325581,0.14285714,0.22935780,-0.09090909,0.26315789,0.00000000,0.18446602,-0.37704918,-0.02439024
Autos & Vehicles,0.04641350,0.11372549,-0.26610644,0.16141002,-0.15012723,-0.24175824,-0.20212766,-0.13853904,-0.01345291,-0.43949045,-0.02961276,-0.57491289,0.00000000,-0.64363636,-0.19261214
Pets & Animals,0.41052632,0.42268041,0.12500000,0.51304348,0.18840580,0.15151515,0.27272727,0.23287671,0.37078652,-0.12000000,0.39784946,-0.19148936,0.27272727,0.00000000,0.09677419
