Genre,Average EI index
Science & Technology,0.1669902781229806
Education,-0.1524225003180894
Entertainment,-0.13458396268383058
Nonprofits & Activism,-0.08347181775714294
People & Blogs,-0.07471910342135879
Howto & Style,-0.09979797565941319
News & Politics,0.10606437528538439
Comedy,0.032944634603531385
Music,-0.1137939666710086
Sports,-0.12840684650628806
Film & Animation,0.13436664393067413
Gaming,-0.11555085299158371
Travel & Events,0.20356170241471547
Autos & Vehicles,-0.11219715863565825
Pets & Animals,0.17997503588144426
