Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.34939759,0.36964981,0.05813953,0.40221402,0.08988764,-0.01250000,0.04705882,0.17346939,0.26696833,-0.23664122,0.22857143,-0.25581395,0.31645570,-0.26562500,0.00000000
Education,0.00000000,0.21532847,-0.18457300,0.25989673,-0.07769424,-0.10256410,-0.13456464,0.01149425,0.06318083,-0.40065147,0.04444444,-0.47766323,0.05286344,-0.53024911,-0.12271540
Entertainment,0.14629948,0.00000000,-0.20681265,0.24274809,-0.02904564,-0.17535545,-0.06896552,-0.05982906,0.07462687,-0.35149864,0.06060606,-0.44606414,0.05162524,-0.60517799,-0.16981132
Nonprofits & Activism,0.16535433,0.21189591,0.00000000,0.29333333,0.01395349,-0.04950495,-0.04433498,0.02752294,0.13469388,-0.35031847,0.15537849,-0.39473684,0.09787234,-0.46206897,-0.07614213
People & Blogs,0.16190476,0.21311475,-0.15283843,0.00000000,-0.04347826,-0.23943662,-0.16814159,-0.00380228,0.08333333,-0.40425532,0.07368421,-0.48732394,0.02040816,-0.51289398,-0.16299559
Howto & Style,0.27777778,0.38461538,0.02347418,0.39884393,0.00000000,0.00000000,0.08771930,0.11489362,0.17460317,-0.23809524,0.17460317,-0.38666667,0.27777778,-0.37748344,-0.03482587
News & Politics,0.33079848,0.32824427,0.04347826,0.29600000,0.08333333,0.00000000,-0.05389222,0.09278351,0.21777778,-0.28467153,0.28455285,-0.30370370,0.29600000,-0.26618705,-0.05389222
Comedy,0.18840580,0.31707317,-0.07177033,0.25333333,0.05084746,-0.17277487,0.00000000,0.07438017,0.15471698,-0.26553672,0.13846154,-0.47368421,0.11811024,-0.40880503,-0.11442786
Music,0.20218579,0.20218579,-0.13178295,0.28431373,-0.05415162,-0.15873016,-0.05797101,0.00000000,0.09876543,-0.37089202,0.14619883,-0.46000000,0.14868805,-0.54497354,-0.11877395
Sports,0.10909091,0.19008264,-0.17014925,0.22834646,-0.13953488,-0.17717718,-0.12320917,-0.04812834,0.00000000,-0.36111111,0.04622871,-0.45724907,0.02000000,-0.64016736,-0.16666667
Film & Animation,0.46031746,0.55555556,0.20000000,0.53424658,0.30612245,0.18072289,0.31313131,0.32673267,0.46031746,0.00000000,0.45600000,-0.04615385,0.44262295,-0.28301887,0.19047619
Gaming,0.03982301,0.12676056,-0.19889503,0.17017208,-0.18904110,-0.15733333,-0.18904110,-0.05084746,-0.00462963,-0.40909091,0.00000000,-0.41830065,-0.01639344,-0.64393939,-0.25433526
Travel & Events,0.29914530,0.39705882,0.05747126,0.37878788,0.05747126,0.06818182,-0.01234568,0.13684211,0.28070175,-0.13888889,0.36923077,0.00000000,0.19607843,-0.32258065,0.07865169
Autos & Vehicles,0.02136752,0.09126984,-0.27932961,0.09126984,-0.10895884,-0.17135550,-0.23450135,-0.07511737,-0.05773672,-0.44479495,-0.04328018,-0.57931034,0.00000000,-0.59581882,-0.18961039
Pets & Animals,0.34693878,0.31182796,0.09859155,0.45299145,0.18987342,0.22891566,0.18987342,0.14666667,0.14666667,-0.25490196,0.18987342,-0.20754717,0.28888889,0.00000000,0.18987342
