Genre,Average EI index
Science & Technology,0.10937372001930064
Education,-0.09881907410774206
Entertainment,-0.10976104812998444
Nonprofits & Activism,-0.019792973842670314
People & Blogs,-0.1159086285735113
Howto & Style,0.0626597924690353
News & Politics,0.07218726846518056
Comedy,-0.015119310712460147
Music,-0.05820983101972299
Sports,-0.12068887982015407
Film & Animation,0.2926480575496377
Gaming,-0.15679226021421333
Travel & Events,0.13184327721165817
Autos & Vehicles,-0.18399334752591964
Pets & Animals,0.1656094399964246
