Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.29411765,0.29166667,-0.08510638,0.27659574,-0.05154639,-0.05154639,-0.09677419,0.01923077,0.05555556,-0.37837838,0.15352697,-0.38775510,0.21235521,-0.68595041,0.00000000
Education,0.00000000,0.19502075,-0.07479224,0.28545120,0.00257069,-0.03466667,-0.06301370,0.03482587,0.11818182,-0.32423208,0.10392610,-0.33333333,0.15468410,-0.52156863,-0.01837270
Entertainment,0.06864564,0.00000000,-0.13574661,0.20190779,-0.11555556,-0.16203704,-0.11308204,-0.01619433,0.04924242,-0.34584450,0.05103970,-0.39832869,0.09222423,-0.50750751,-0.14874142
Nonprofits & Activism,0.25563910,0.31724138,0.00000000,0.25563910,-0.01020408,0.03414634,0.00000000,0.03883495,0.20161290,-0.34693878,0.12000000,-0.30263158,0.15744681,-0.41428571,-0.07027027
People & Blogs,0.14426230,0.18309859,-0.21962617,0.00000000,-0.06097561,-0.24880383,-0.08523909,0.02247191,0.10921502,-0.36292428,0.11525424,-0.51744186,0.04744526,-0.45810056,-0.18367347
Howto & Style,0.23809524,0.24764890,-0.10599078,0.31623932,0.00000000,-0.09589041,-0.01265823,0.03225806,0.13357401,-0.37142857,0.23566879,-0.35593220,0.16666667,-0.49068323,-0.13207547
News & Politics,0.39768340,0.39768340,0.15217391,0.33617021,0.11864407,0.00000000,0.05454545,0.23902439,0.30044843,-0.19083969,0.27102804,-0.27868852,0.33898305,-0.40540541,0.08235294
Comedy,0.19580420,0.26984127,-0.07476636,0.31343284,0.00862069,-0.13861386,0.00000000,0.06504065,0.08366534,-0.35294118,0.07258065,-0.49350649,0.16363636,-0.44654088,-0.15577889
Music,0.19540230,0.26892950,-0.13360324,0.32203390,-0.04477612,-0.04868914,-0.03321033,0.00000000,0.10256410,-0.34615385,0.11671924,-0.38613861,0.16417910,-0.50537634,-0.13821138
Sports,0.08370044,0.14226804,-0.16526611,0.21951220,-0.13972603,-0.17847025,-0.20930233,-0.09473684,0.00000000,-0.48042705,0.00000000,-0.51272727,0.01654846,-0.56981132,-0.29192547
Film & Animation,0.32885906,0.41860465,-0.02040816,0.41860465,0.04761905,0.02912621,0.04761905,0.15254237,0.18699187,0.00000000,0.27007299,-0.25000000,0.17355372,-0.26582278,-0.04166667
Gaming,0.03913043,0.11422846,-0.27377522,0.19636364,-0.06506024,-0.23809524,-0.24858757,-0.11055276,-0.03030303,-0.43506494,0.00000000,-0.50340136,-0.01144165,-0.60727273,-0.22777778
Travel & Events,0.49230769,0.53191489,0.23255814,0.43103448,0.26666667,0.14285714,0.08333333,0.30526316,0.34000000,-0.04761905,0.37735849,0.00000000,0.31958763,-0.46666667,0.15384615
Autos & Vehicles,0.16740088,0.23014257,-0.16307692,0.20588235,-0.05882353,-0.08933718,-0.08309456,0.01562500,0.06435644,-0.45384615,0.06666667,-0.49407115,0.00000000,-0.48235294,-0.09248555
Pets & Animals,0.37078652,0.49090909,0.18840580,0.55200000,0.18840580,0.08196721,0.22222222,0.24324324,0.34117647,0.01754386,0.31707317,-0.40000000,0.40425532,0.00000000,-0.19148936
