Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.25096525,0.30960854,-0.11494253,0.31448763,0.01020408,-0.02645503,-0.03743316,0.12217195,0.16738197,-0.34722222,0.08920188,-0.38571429,0.18487395,-0.35664336,0.00000000
Education,0.00000000,0.20547945,-0.15014164,0.26449275,-0.03571429,-0.06842105,-0.04909561,0.04018913,0.06880734,-0.32679739,0.13983051,-0.41958042,0.08764045,-0.50929368,-0.11232877
Entertainment,0.10000000,0.00000000,-0.16937355,0.21860465,-0.09803922,-0.14545455,-0.12000000,-0.07922912,0.08196721,-0.39226519,0.08363636,-0.46086957,0.06839187,-0.54601227,-0.15596330
Nonprofits & Activism,0.15830116,0.24305556,0.00000000,0.23508772,-0.03317536,-0.09547739,-0.07920792,0.06437768,0.13492063,-0.24571429,0.12096774,-0.56834532,0.11740891,-0.40645161,-0.17204301
People & Blogs,0.11501597,0.17313433,-0.22295806,0.00000000,-0.14699793,-0.19654428,-0.14226804,-0.01465201,-0.00180832,-0.42783505,0.02636204,-0.43152455,0.06576728,-0.51780822,-0.19654428
Howto & Style,0.15950920,0.20348837,-0.14644351,0.20116618,0.00000000,-0.23981900,-0.10040161,0.01438849,0.01792115,-0.28638498,0.10457516,-0.42708333,0.11612903,-0.53932584,-0.16101695
News & Politics,0.35114504,0.37728938,0.02857143,0.37269373,-0.00591716,0.00000000,0.00584795,0.15422886,0.24107143,-0.21428571,0.22727273,-0.28787879,0.27038627,-0.34920635,0.03954802
Comedy,0.19869707,0.23364486,-0.13888889,0.25679758,-0.04680851,-0.17703349,0.00000000,-0.04680851,0.09225092,-0.36666667,0.06463878,-0.37430168,0.06818182,-0.55696203,-0.15492958
Music,0.19241192,0.18131868,-0.09157509,0.28708134,-0.02758621,-0.12452830,-0.14176245,0.00000000,0.09146341,-0.43961353,0.13372093,-0.34841629,0.03246753,-0.56842105,-0.09157509
Sports,0.04484305,0.16470588,-0.19662921,0.12883436,-0.20000000,-0.21022727,-0.18005540,-0.08673469,0.00000000,-0.42474916,-0.01670644,-0.54909091,0.03401361,-0.57777778,-0.22063037
Film & Animation,0.45070423,0.47651007,0.25714286,0.48000000,0.32173913,0.17021277,0.18750000,0.19587629,0.37600000,0.00000000,0.36065574,-0.30000000,0.39062500,-0.36842105,0.09302326
Gaming,0.10020450,0.15057915,-0.22562674,0.14062500,-0.13110540,-0.23943662,-0.22222222,-0.06024096,-0.03286385,-0.45214521,0.00000000,-0.51202749,0.00000000,-0.58273381,-0.30952381
Travel & Events,0.39495798,0.44186047,-0.09090909,0.50684932,0.20879121,0.13253012,0.21739130,0.33333333,0.26530612,-0.26315789,0.32710280,0.00000000,0.35135135,-0.56521739,0.08860759
Autos & Vehicles,0.07555556,0.16297787,-0.20231214,0.20610687,-0.09186352,-0.16853933,-0.19197708,-0.13351499,0.04587156,-0.40067340,0.02803738,-0.46996466,0.00000000,-0.53505535,-0.19197708
Pets & Animals,0.41935484,0.46534653,0.26027397,0.53043478,0.20588235,0.20588235,0.12903226,0.20588235,0.35714286,-0.20000000,0.36470588,-0.45945946,0.40000000,0.00000000,0.26027397
