Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.30364372,0.32015810,0.00578035,0.37906137,0.11794872,0.09947644,0.08021390,0.13567839,0.17307692,-0.18620690,0.21100917,-0.26470588,0.21100917,-0.40983607,0.00000000
Education,0.00000000,0.21969697,-0.07571802,0.25631769,-0.02743142,-0.11956522,-0.09866667,0.00483092,0.09649123,-0.40614334,0.11015119,-0.38720539,0.08035714,-0.54887218,-0.12261580
Entertainment,0.12390925,0.00000000,-0.14611872,0.19680000,-0.11061947,-0.16744186,-0.09368192,-0.02032520,0.05639098,-0.44668588,0.06517691,-0.44252874,0.10676157,-0.49404762,-0.20095694
Nonprofits & Activism,0.28260870,0.30769231,0.00000000,0.32653061,-0.01538462,-0.10000000,-0.07608696,0.08333333,0.12775330,-0.29411765,0.17842324,-0.43478261,0.17500000,-0.38461538,-0.06451613
People & Blogs,0.15806988,0.19298246,-0.12946429,0.00000000,-0.05197505,-0.12444444,-0.17948718,0.00000000,0.10758377,-0.34574468,0.08664260,-0.38251366,0.11072056,-0.49704142,-0.13963964
Howto & Style,0.23809524,0.25233645,-0.11111111,0.31034483,0.00000000,-0.11111111,-0.03448276,0.07335907,0.12727273,-0.32596685,0.18367347,-0.46341463,0.17241379,-0.41176471,-0.04803493
News & Politics,0.35564854,0.39843750,0.02531646,0.43795620,0.10982659,0.00000000,0.07784431,0.17647059,0.29680365,-0.16666667,0.32456140,-0.24193548,0.31858407,-0.36283186,0.15384615
Comedy,0.22021661,0.31645570,-0.11917098,0.23943662,0.01818182,-0.09090909,0.00000000,0.10000000,0.17870722,-0.20670391,0.17870722,-0.45945946,0.18796992,-0.47945205,-0.03349282
Music,0.18181818,0.25194805,-0.10344828,0.27455919,-0.01766784,-0.13385827,-0.04347826,0.00000000,0.09717868,-0.33953488,0.14540059,-0.35849057,0.11384615,-0.61797753,-0.12062257
Sports,0.05708245,0.11507937,-0.27065527,0.16945996,-0.17989418,-0.22191781,-0.17989418,-0.12060302,0.00000000,-0.47194719,-0.08780488,-0.52739726,-0.05687204,-0.60431655,-0.29275362
Film & Animation,0.33846154,0.38129496,0.11340206,0.48192771,0.17307692,0.12244898,0.24561404,0.24561404,0.30081301,0.00000000,0.28925620,-0.19444444,0.33846154,-0.34375000,0.15686275
Gaming,0.07306889,0.12598425,-0.21978022,0.15105163,-0.12121212,-0.19034853,-0.17771883,-0.06987952,-0.08557457,-0.48000000,0.00000000,-0.58007117,-0.03981265,-0.53633218,-0.25423729
Travel & Events,0.47967480,0.50387597,0.09859155,0.55862069,0.15789474,0.18987342,0.11111111,0.36000000,0.36633663,-0.04918033,0.29670330,0.00000000,0.39047619,-0.30612245,0.21951220
Autos & Vehicles,0.07317073,0.19615385,-0.19428571,0.20380952,-0.10290237,-0.16759777,-0.13896458,-0.07179487,-0.02450980,-0.41216216,-0.00966184,-0.48226950,0.00000000,-0.57735849,-0.22580645
Pets & Animals,0.37931034,0.51785714,0.23943662,0.51785714,0.29870130,0.14285714,0.16923077,0.11475410,0.34146341,-0.12500000,0.42553191,-0.22727273,0.34939759,0.00000000,0.14285714
