Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.32575758,0.30739300,-0.03488372,0.32319392,0.05820106,-0.12658228,0.03260870,0.12315271,0.27049180,-0.25352113,0.19090909,-0.23611111,0.27049180,-0.47107438,0.00000000
Education,0.00000000,0.20670391,-0.12105263,0.25263158,-0.05445545,-0.12698413,-0.09511568,0.02293578,0.02961276,-0.38762215,0.04484305,-0.45392491,0.03619910,-0.48432056,-0.09793814
Entertainment,0.17604356,0.00000000,-0.12655087,0.30153846,-0.01565996,-0.10731707,-0.03890160,0.02783726,0.11328125,-0.28611898,0.13358779,-0.44585987,0.09920635,-0.54421769,-0.14936709
Nonprofits & Activism,0.27480916,0.29889299,0.00000000,0.34482759,0.04522613,-0.07344633,-0.03260870,0.09952607,0.15178571,-0.27516779,0.23694779,-0.28378378,0.16666667,-0.34751773,-0.06741573
People & Blogs,0.17434211,0.25519288,-0.12556054,0.00000000,-0.00400000,-0.09606987,-0.11555556,0.00790514,0.04015296,-0.39444444,0.04380952,-0.41408451,0.11150442,-0.48961424,-0.18117647
Howto & Style,0.24429967,0.30952381,-0.05454545,0.36438356,0.00000000,-0.02654867,-0.04504505,0.13108614,0.14705882,-0.42331288,0.12121212,-0.36470588,0.16245487,-0.47770701,-0.07407407
News & Politics,0.26923077,0.31654676,-0.07344633,0.37086093,0.07317073,0.00000000,-0.10465116,0.11627907,0.21161826,-0.28378378,0.17391304,-0.40740741,0.20502092,-0.47286822,-0.15853659
Comedy,0.19322034,0.27659574,-0.14423077,0.25157233,-0.05777778,-0.21428571,0.00000000,-0.00421941,0.11851852,-0.40000000,0.12820513,-0.42514970,0.10188679,-0.42514970,-0.11214953
Music,0.25633803,0.29032258,-0.06451613,0.31782946,0.06713781,-0.04761905,-0.05600000,0.00000000,0.13442623,-0.36082474,0.14563107,-0.33333333,0.20958084,-0.51724138,-0.07317073
Sports,0.03196347,0.14688129,-0.24340176,0.12396694,-0.15217391,-0.18435754,-0.16804408,-0.10129870,0.00000000,-0.49295775,0.03196347,-0.51428571,-0.00712589,-0.52517986,-0.15531335
Film & Animation,0.28767123,0.41573034,0.01886792,0.35403727,-0.05050505,0.00952381,-0.00970874,0.08771930,0.16129032,0.00000000,0.22962963,-0.35064935,0.31125828,-0.33333333,0.00952381
Gaming,0.00865801,0.12927757,-0.19582245,0.08946322,-0.21485411,-0.25824176,-0.19582245,-0.12807882,-0.00659341,-0.46794872,0.00000000,-0.53177258,0.01927195,-0.62411348,-0.27222222
Travel & Events,0.37931034,0.41463415,0.19101124,0.48571429,0.20000000,0.05263158,0.14285714,0.29411765,0.30769231,-0.18032787,0.32075472,0.00000000,0.24210526,-0.30909091,0.20879121
Autos & Vehicles,0.04805492,0.14226804,-0.21994135,0.20306513,-0.12737127,-0.18181818,-0.17514124,-0.01463415,0.00239808,-0.35504886,0.06726457,-0.55805243,0.00000000,-0.57575758,-0.14600551
Pets & Animals,0.51020408,0.47252747,0.31428571,0.56363636,0.26153846,0.17241379,0.33333333,0.27272727,0.46666667,0.04000000,0.37662338,-0.11627907,0.40000000,0.00000000,0.14285714
