Genre,Average EI index
Science & Technology,0.05571621653195943
Education,-0.0877491058345019
Entertainment,-0.06160703313822148
Nonprofits & Activism,0.03848157509822435
People & Blogs,-0.08482847099038467
Howto & Style,0.0010057134111207042
News & Politics,0.016853356971708276
Comedy,-0.050925982471460206
Music,-0.0022456680079879737
Sports,-0.15781167010769187
Film & Animation,0.08150395977584303
Gaming,-0.18919994633630324
Travel & Events,0.19644293574149294
Autos & Vehicles,-0.13505141591457664
Pets & Animals,0.30075247208317596
