Genre,Average EI index
Science & Technology,0.15552238968681675
Education,-0.055697787157261126
Entertainment,-0.0628436823252722
Nonprofits & Activism,-0.02019076810794595
People & Blogs,-0.10168382601054927
Howto & Style,0.03790609032575086
News & Politics,0.06910513548747058
Comedy,-0.008977298259380663
Music,-0.0745497231758555
Sports,-0.0778302591955405
Film & Animation,0.2194859566745053
Gaming,-0.14719147589078965
Travel & Events,0.17509513676796967
Autos & Vehicles,-0.1191195780179
Pets & Animals,0.26662198803182174
