Genre,Average EI index
Science & Technology,0.15706590952768076
Education,-0.05128385159713519
Entertainment,-0.14085975587102273
Nonprofits & Activism,-0.014584805783949365
People & Blogs,-0.10639309432444247
Howto & Style,-0.0044062559374617016
News & Politics,0.0019387913256767864
Comedy,-0.06429033813828483
Music,-0.03080604733215817
Sports,-0.03525816390530236
Film & Animation,0.23278064356533168
Gaming,-0.16576031101739847
Travel & Events,0.24784229924496318
Autos & Vehicles,-0.1688149666707805
Pets & Animals,0.29078804060960645
