Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.32824427,0.34572491,-0.02325581,0.36462094,0.08808290,0.01123596,-0.06666667,0.11111111,0.25106383,-0.17333333,0.15789474,-0.25714286,0.21076233,-0.44262295,0.00000000
Education,0.00000000,0.24314442,-0.10400000,0.24863884,-0.06701031,-0.09234828,-0.12500000,-0.05343511,0.08810573,-0.31847134,0.08407080,-0.45263158,0.10967742,-0.51648352,-0.08661417
Entertainment,0.14285714,0.00000000,-0.23786408,0.22844175,-0.04508197,-0.15909091,-0.08974359,0.01544402,-0.01391650,-0.42857143,0.00970874,-0.60377358,0.09734513,-0.58878505,-0.16972477
Nonprofits & Activism,0.18309859,0.15018315,0.00000000,0.22147651,-0.05936073,-0.07906977,-0.19587629,-0.03571429,0.06827309,-0.41463415,0.11450382,-0.44099379,0.08300395,-0.38922156,-0.16000000
People & Blogs,0.18213058,0.26086957,-0.13333333,0.00000000,-0.03253796,-0.13064133,-0.03930131,0.07392996,0.12014787,-0.43373494,0.15151515,-0.41246291,0.12177122,-0.41666667,-0.11475410
Howto & Style,0.22297297,0.33908046,-0.05504587,0.31952663,0.00000000,-0.06976744,-0.03139013,0.09448819,0.18727915,-0.30681818,0.16058394,-0.29943503,0.14498141,-0.44654088,-0.04545455
News & Politics,0.32818533,0.36029412,0.06451613,0.35555556,0.06951872,0.00000000,0.03867403,0.15533981,0.26271186,-0.26086957,0.23348018,-0.41463415,0.21266968,-0.50000000,0.01694915
Comedy,0.16245487,0.29483283,-0.19587629,0.30952381,-0.03571429,-0.10476190,0.00000000,-0.03571429,0.13432836,-0.25405405,0.14074074,-0.40606061,0.14074074,-0.51633987,-0.20207254
Music,0.15527950,0.31829574,-0.11475410,0.33980583,0.01090909,-0.06666667,-0.11475410,0.00000000,0.10231023,-0.32682927,0.16819572,-0.33333333,0.17325228,-0.43915344,-0.10569106
Sports,0.10022272,0.10222222,-0.20597015,0.20000000,-0.09189189,-0.15099715,-0.14124294,-0.09485095,0.00000000,-0.41258741,0.02179177,-0.46376812,0.03579952,-0.57812500,-0.15759312
Film & Animation,0.55072464,0.53383459,0.21518987,0.50400000,0.32608696,0.24390244,0.38000000,0.38000000,0.46086957,0.00000000,0.53731343,-0.03333333,0.48760331,-0.06896552,0.33333333
Gaming,0.02725367,0.05691057,-0.22751323,0.16396396,-0.18670077,-0.24731183,-0.20207254,-0.09692671,-0.04740406,-0.38507463,0.00000000,-0.60000000,-0.05936073,-0.64539007,-0.31444759
Travel & Events,0.26829268,0.16666667,0.00000000,0.37500000,0.15887850,-0.11111111,0.04255319,0.20353982,0.24369748,-0.21621622,0.12621359,0.00000000,0.28000000,-0.45161290,0.07216495
Autos & Vehicles,0.11688312,0.20622568,-0.19648094,0.19685039,-0.13966480,-0.20710059,-0.13966480,-0.02770781,0.03087886,-0.38775510,0.00487805,-0.43661972,0.00000000,-0.55725191,-0.20353982
Pets & Animals,0.41935484,0.41935484,0.30769231,0.56800000,0.23943662,0.03571429,0.15625000,0.32500000,0.33333333,0.00000000,0.29870130,-0.22727273,0.36470588,0.00000000,0.11475410
