Genre,Average EI index
Science & Technology,0.064694240341007
Education,-0.07445407926336071
Entertainment,-0.13162536369531597
Nonprofits & Activism,-0.0681665322089295
People & Blogs,-0.057362013804460994
Howto & Style,0.015318619368100195
News & Politics,0.06588506077370178
Comedy,-0.0405694631069931
Music,-0.016652398082816964
Sports,-0.1312136071889303
Film & Animation,0.3464685199791524
Gaming,-0.1974338540974037
Travel & Events,0.08271904699212036
Autos & Vehicles,-0.12429067137399451
Pets & Animals,0.2396446268585543
