Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.30041152,0.36567164,0.02298851,0.39929329,0.14572864,0.03954802,0.04494382,0.14141414,0.17073171,-0.34920635,0.19811321,-0.32812500,0.27966102,-0.30769231,0.00000000
Education,0.00000000,0.17690875,-0.16931217,0.19927536,-0.08068460,-0.12755102,-0.06763285,-0.05995204,0.07531381,-0.38557994,0.05150215,-0.49830508,0.06553911,-0.55633803,-0.16622691
Entertainment,0.15750916,0.00000000,-0.20418848,0.26282051,-0.04783599,-0.08490566,-0.03837472,0.08183633,0.10505837,-0.35294118,0.15441176,-0.40672783,0.08548708,-0.54882155,-0.11380145
Nonprofits & Activism,0.16728625,0.15151515,0.00000000,0.23024055,0.04273504,-0.12000000,-0.13131313,0.00884956,0.06276151,-0.28000000,0.07053942,-0.41772152,0.16104869,-0.47368421,-0.11442786
People & Blogs,0.12393888,0.20858896,-0.18077803,0.00000000,-0.03200000,-0.09554140,-0.11688312,-0.02584493,0.06181818,-0.40217391,0.06859206,-0.43732591,0.07526882,-0.44537815,-0.13157895
Howto & Style,0.25752508,0.30625000,0.04721030,0.37110482,0.00000000,-0.08823529,-0.06730769,0.04310345,0.18382353,-0.21978022,0.17164179,-0.24719101,0.21276596,-0.53103448,0.01333333
News & Politics,0.26199262,0.31972789,-0.06382979,0.36102236,-0.03626943,0.00000000,-0.06382979,-0.04712042,0.15254237,-0.36986301,0.11894273,-0.40845070,0.13419913,-0.39860140,-0.04166667
Comedy,0.20625000,0.25294118,-0.19248826,0.23262840,-0.13392857,-0.18139535,0.00000000,-0.06722689,0.06273063,-0.31606218,0.04868914,-0.51190476,0.01550388,-0.47674419,-0.15454545
Music,0.13294798,0.28741093,-0.13636364,0.24050633,-0.10701107,-0.24481328,-0.14942529,0.00000000,0.12790698,-0.38248848,0.12536443,-0.44927536,0.14772727,-0.51515152,-0.14068441
Sports,0.14476615,0.19327731,-0.20376176,0.20661157,-0.08781870,-0.17073171,-0.14285714,0.00518135,0.00000000,-0.39636364,0.07913669,-0.45454545,0.07021792,-0.53600000,-0.23076923
Film & Animation,0.36111111,0.41025641,0.15596330,0.41025641,0.21367521,0.00000000,0.17857143,0.18584071,0.28682171,0.00000000,0.35211268,-0.43750000,0.25203252,-0.39393939,-0.05747126
Gaming,0.04255319,0.16512059,-0.27118644,0.13627639,-0.17801047,-0.27840909,-0.23287671,-0.07655502,0.00000000,-0.40186916,0.00000000,-0.53583618,-0.05633803,-0.56250000,-0.27840909
Travel & Events,0.25423729,0.37588652,0.02222222,0.39310345,0.20720721,-0.02325581,-0.03529412,0.12871287,0.24137931,-0.41935484,0.21428571,0.00000000,0.26050420,-0.60000000,-0.01149425
Autos & Vehicles,0.06105263,0.10080645,-0.17989418,0.14722753,-0.13197970,-0.25988701,-0.25988701,-0.04941176,-0.00450450,-0.48666667,-0.05188679,-0.49664430,0.00000000,-0.62181818,-0.19251337
Pets & Animals,0.43181818,0.45652174,0.23076923,0.59677419,0.15254237,0.26470588,0.28571429,0.31506849,0.39759036,-0.11111111,0.43181818,-0.38888889,0.35064935,0.00000000,0.28571429
