Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.31782946,0.34082397,-0.07317073,0.36462094,0.12000000,-0.01734104,0.03296703,0.05882353,0.22466960,-0.27536232,0.26359833,-0.39682540,0.23478261,-0.40800000,0.00000000
Education,0.00000000,0.17009346,-0.12690355,0.21554770,-0.09359606,-0.11278195,-0.16842105,-0.06730769,0.03267974,-0.35365854,0.06722689,-0.50508475,0.05128205,-0.52577320,-0.13265306
Entertainment,0.10600707,0.00000000,-0.24630542,0.20689655,-0.11208791,-0.12946429,-0.14479638,0.00784314,0.08333333,-0.39393939,0.08992806,-0.46666667,0.04887218,-0.54268293,-0.17129630
Nonprofits & Activism,0.21554770,0.15909091,0.00000000,0.29073482,-0.13846154,-0.07766990,-0.13265306,0.04310345,0.09387755,-0.21311475,0.09016393,-0.57446809,0.14285714,-0.43225806,-0.18716578
People & Blogs,0.16808149,0.22222222,-0.09619687,0.00000000,-0.02941176,-0.16945107,-0.09865471,0.04296875,0.11552347,-0.44117647,0.13120567,-0.37640449,0.10746812,-0.42441860,-0.12903226
Howto & Style,0.20261438,0.24691358,-0.18446602,0.30878187,0.00000000,-0.07017544,-0.01244813,0.03557312,0.09293680,-0.34806630,0.17288136,-0.25773196,0.13167260,-0.44378698,-0.04273504
News & Politics,0.33082707,0.37323944,0.03260870,0.32319392,0.08717949,0.00000000,0.04812834,0.09644670,0.14423077,-0.19463087,0.19457014,-0.32835821,0.24894515,-0.44715447,-0.02298851
Comedy,0.12056738,0.20766773,-0.18660287,0.23692308,-0.02057613,-0.11711712,0.00000000,0.04980843,0.01587302,-0.31914894,0.01976285,-0.45882353,0.18421053,-0.61038961,-0.13761468
Music,0.16516517,0.29797980,-0.06923077,0.31527094,-0.02962963,-0.12550607,-0.00724638,0.00000000,0.15757576,-0.37623762,0.11182109,-0.36945813,0.14197531,-0.44041451,-0.16806723
Sports,0.05099778,0.16569201,-0.22988506,0.18164436,-0.18559557,-0.28528529,-0.25146199,-0.05679012,0.00000000,-0.46575342,0.03386005,-0.57933579,-0.03631961,-0.53956835,-0.21246459
Film & Animation,0.42281879,0.43790850,0.25217391,0.37681159,0.15686275,0.16504854,0.19626168,0.18867925,0.28925620,0.00000000,0.34848485,-0.19444444,0.30081301,-0.43333333,0.07526882
Gaming,0.10675381,0.19291339,-0.21301775,0.21755725,-0.08465608,-0.21661721,-0.22754491,-0.08179420,0.05529954,-0.39455782,0.00000000,-0.53558052,0.02380952,-0.55893536,-0.15168539
Travel & Events,0.19672131,0.30496454,-0.24050633,0.38750000,0.19008264,-0.04255319,-0.03157895,0.13274336,0.07547170,-0.25641026,0.11711712,0.00000000,0.19672131,-0.66101695,-0.12643678
Autos & Vehicles,0.06956522,0.13184584,-0.18232044,0.17374517,-0.14745308,-0.18232044,-0.08629442,-0.07268170,-0.03631961,-0.45578231,0.00233100,-0.49128920,0.00000000,-0.60902256,-0.20224719
Pets & Animals,0.48387097,0.51515152,0.29411765,0.60975610,0.32394366,0.17241379,0.11111111,0.38461538,0.45454545,-0.17073171,0.41463415,-0.41176471,0.36842105,0.00000000,0.21311475
