Genre,Average EI index
Science & Technology,0.05624399851091027
Education,-0.1106678578545397
Entertainment,-0.11888278234916183
Nonprofits & Activism,-0.05145826204204843
People & Blogs,-0.06980546523587693
Howto & Style,-0.012002583183012946
News & Politics,0.06330268858216989
Comedy,-0.07253284806371793
Music,-0.02828587739037072
Sports,-0.17216182803113428
Film & Animation,0.18447215047333154
Gaming,-0.13343255291755576
Travel & Events,0.017344252107463796
Autos & Vehicles,-0.14916026599029358
Pets & Animals,0.26879994090946113
