Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.43410853,0.39419087,0.03947368,0.45724907,0.22340426,0.21925134,0.08176101,0.21081081,0.34529148,-0.21666667,0.27363184,-0.23728814,0.30805687,-0.44554455,0.00000000
Education,0.00000000,0.17647059,-0.24791086,0.21403509,-0.09002433,-0.21081081,-0.17585302,-0.06666667,0.03862661,-0.37003058,0.04477612,-0.41324921,0.08196721,-0.50335570,-0.09535452
Entertainment,0.10154905,0.00000000,-0.27317073,0.19319938,-0.14725275,-0.20000000,-0.17303371,-0.06313646,0.08741259,-0.41081081,0.04918033,-0.44598338,0.11375212,-0.55820896,-0.21678322
Nonprofits & Activism,0.12500000,0.17322835,0.00000000,0.35779817,0.04977376,-0.06060606,-0.12903226,0.06250000,0.16996047,-0.24260355,0.12500000,-0.45833333,0.16996047,-0.52173913,-0.14130435
People & Blogs,0.17089679,0.22345483,-0.04925054,0.00000000,-0.03157895,-0.09619687,-0.11111111,0.09426987,0.07894737,-0.41618497,0.11392405,-0.45400593,0.08411215,-0.51702786,-0.11111111
Howto & Style,0.21035599,0.22784810,-0.02521008,0.30681818,0.00000000,-0.01244813,-0.08444444,0.07575758,0.15277778,-0.40229885,0.07575758,-0.46987952,0.16151203,-0.45238095,-0.02953586
News & Politics,0.26406926,0.34362934,0.04494382,0.40766551,0.16666667,0.00000000,0.02298851,0.10052910,0.17475728,-0.17241379,0.20930233,-0.33858268,0.25438596,-0.27819549,0.14572864
Comedy,0.10175439,0.17948718,-0.22488038,0.20987654,-0.10822511,-0.17972350,0.00000000,-0.07563025,0.04832714,-0.21904762,0.09859155,-0.35449735,0.05882353,-0.36170213,-0.19626168
Music,0.14956012,0.22666667,-0.09848485,0.34240363,-0.01045296,-0.16465863,-0.13725490,0.00000000,0.11585366,-0.39423077,0.12912913,-0.36792453,0.09657321,-0.51041667,-0.12840467
Sports,0.10502283,0.22682446,-0.13953488,0.18840580,-0.08287293,-0.23659306,-0.16320475,-0.03430079,0.00000000,-0.43065693,0.02244389,-0.48484848,0.03921569,-0.56800000,-0.13294798
Film & Animation,0.51470588,0.53521127,0.31958763,0.50746269,0.22352941,0.29032258,0.42608696,0.31250000,0.40540541,0.00000000,0.50746269,-0.15789474,0.42608696,-0.11864407,0.17500000
Gaming,0.02083333,0.10133843,-0.27027027,0.13443831,-0.24668435,-0.28767123,-0.20204604,-0.11111111,-0.06818182,-0.39880952,0.00000000,-0.60409556,0.00423729,-0.70909091,-0.29476584
Travel & Events,0.39849624,0.42857143,-0.01265823,0.39393939,0.04761905,0.02439024,0.20792079,0.25233645,0.25925926,-0.25000000,0.18367347,0.00000000,0.29203540,-0.48148148,0.05882353
Autos & Vehicles,0.16556291,0.26885880,-0.12166172,0.21085595,-0.05586592,-0.13855422,-0.13513514,-0.03561644,0.05735661,-0.39483395,0.11267606,-0.44274809,0.00000000,-0.54285714,-0.15596330
Pets & Animals,0.42307692,0.42307692,0.04761905,0.44444444,0.21052632,0.23076923,0.33333333,0.22077922,0.28571429,-0.07142857,0.14285714,-0.36363636,0.30232558,0.00000000,-0.03448276
