Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.31404959,0.34387352,0.00000000,0.41754386,0.07777778,0.06214689,0.16161616,0.17000000,0.17412935,-0.29687500,0.20574163,-0.22962963,0.31404959,-0.41880342,0.00000000
Education,0.00000000,0.24615385,-0.05376344,0.29369369,-0.01818182,-0.11363636,-0.07103825,-0.00512821,0.14596950,-0.35640138,0.14596950,-0.37062937,0.12500000,-0.52529183,-0.10422535
Entertainment,0.14690265,0.00000000,-0.16425121,0.18166384,0.02822581,-0.13145540,-0.13679245,0.01026694,0.10074627,-0.37321937,0.08190476,-0.38904899,0.09227872,-0.47852761,-0.17274939
Nonprofits & Activism,0.27536232,0.26739927,0.00000000,0.32885906,0.01960784,-0.06951872,-0.04166667,-0.00502513,0.16666667,-0.25000000,0.23371648,-0.35135135,0.11894273,-0.62601626,-0.09289617
People & Blogs,0.11145511,0.09606299,-0.18350515,0.00000000,-0.07289720,-0.20588235,-0.16904277,-0.06099815,0.01880342,-0.44949495,-0.00349650,-0.53475936,-0.00174520,-0.56830601,-0.17382413
Howto & Style,0.23529412,0.37096774,-0.05882353,0.35890411,0.00000000,-0.11428571,-0.03539823,-0.02183406,0.15827338,-0.27868852,0.14598540,-0.39285714,0.12030075,-0.44444444,-0.09345794
News & Politics,0.21875000,0.29824561,-0.06951872,0.30795848,-0.03626943,0.00000000,-0.04166667,0.06976744,0.09090909,-0.21951220,0.13793103,-0.42857143,0.20948617,-0.48148148,-0.03092784
Comedy,0.17647059,0.21192053,-0.12796209,0.26315789,-0.04385965,-0.12796209,0.00000000,0.04417671,0.11194030,-0.39181287,0.07751938,-0.46012270,0.12500000,-0.53548387,-0.01709402
Music,0.12790698,0.24242424,-0.20481928,0.25742574,-0.14503817,-0.13207547,-0.07142857,0.00000000,0.12023460,-0.31578947,0.10979228,-0.40186916,0.10714286,-0.50000000,-0.12359551
Sports,0.13362069,0.18951613,-0.17888563,0.19438878,-0.11049724,-0.25233645,-0.14857143,-0.02551020,0.00000000,-0.37671233,-0.01772152,-0.51127820,0.00985222,-0.50561798,-0.26018809
Film & Animation,0.40909091,0.47651007,0.21212121,0.47297297,0.25714286,0.24271845,0.14285714,0.33333333,0.40000000,0.00000000,0.37096774,-0.32203390,0.37096774,-0.27868852,0.07142857
Gaming,0.07346939,0.11154599,-0.17010309,0.11328125,-0.18229167,-0.26462396,-0.24043716,-0.09661836,-0.07838480,-0.45512821,0.00000000,-0.52348993,-0.00442478,-0.53898305,-0.28611898
Travel & Events,0.40625000,0.47222222,0.11627907,0.39200000,0.14606742,0.02564103,0.07317073,0.25490196,0.26213592,-0.31034483,0.30275229,0.00000000,0.30275229,-0.43396226,0.15555556
Autos & Vehicles,0.07692308,0.14624506,-0.25947522,0.13944223,-0.18356164,-0.17073171,-0.17073171,-0.07462687,-0.02612827,-0.43521595,0.02040816,-0.50522648,0.00000000,-0.53736655,-0.15200000
Pets & Animals,0.38636364,0.51785714,-0.08000000,0.49056604,0.25000000,0.12903226,0.14285714,0.29870130,0.41935484,-0.10204082,0.43157895,-0.28571429,0.41304348,0.00000000,0.11475410
