Genre,Average EI index
Science & Technology,0.06371477659462854
Education,-0.12063159829329995
Entertainment,-0.06800733655678647
Nonprofits & Activism,-0.07682793919726627
People & Blogs,-0.05167553097835146
Howto & Style,0.033176324869096226
News & Politics,0.05208319729720012
Comedy,-0.07259462803561527
Music,-0.061162754873381145
Sports,-0.16674838002586728
Film & Animation,0.10899504998220089
Gaming,-0.20357961963738794
Travel & Events,0.12085562071652482
Autos & Vehicles,-0.13403156303482885
Pets & Animals,0.186999663992992
