Genre,Average EI index
Science & Technology,0.03390849530694686
Education,-0.07565481088064496
Entertainment,-0.14102073253555866
Nonprofits & Activism,-0.1321240882427289
People & Blogs,-0.09420223273026086
Howto & Style,-0.006933850050044781
News & Politics,0.1101679044105616
Comedy,-0.08619292641358332
Music,-0.09752283426084842
Sports,-0.1416780420028589
Film & Animation,0.25063250726377534
Gaming,-0.12155890676667773
Travel & Events,0.16687564493071086
Autos & Vehicles,-0.12029738546218657
Pets & Animals,0.2161635849733907
